chrom,chromStart,chromEnd,name,mp,label1,label2,sim,yak,mel,correct,delta
2L,8353447.0,8354447.0,2057_peak_1744_head,8353947.0,1,0,9.05969e-06,3.1780735e-06,0.00010440938,True,9.82905e-05
2L,11591456.0,11592456.0,2057_peak_2406_merged,11591956.0,1,1,0.006557188,0.024152411,0.0126102995,False,-0.0027444996
2L,4978740.0,4979740.0,2057_peak_1033_head,4979240.0,1,0,0.9960633,0.9963542,0.9914499,False,-0.0047588944
2L,12285935.0,12286935.0,2057_peak_2534_head,12286434.5,1,0,0.15158415,0.09235808,0.11718049,False,-0.0047906265
2L,13036784.0,13037784.0,2057_peak_2682_head,13037284.0,1,0,0.22350265,0.16101976,0.18387727,False,-0.00838393
2L,11570204.0,11571204.0,2057_peak_2402_head,11570704.0,1,0,0.17973399,0.13227375,0.14704856,False,-0.0089553
2L,768683.0,769683.0,2057_peak_169_head,769183.0,1,0,0.08218454,0.0834701,0.069708556,False,-0.013118759
2L,1385827.0,1386827.0,2057_peak_301_head,1386327.0,1,0,0.52625346,0.4565525,0.47341895,False,-0.017984033
2L,789672.0,790672.0,2057_peak_172_head,790171.5,1,0,0.37881333,0.48798224,0.41244927,False,-0.0209485
2L,15574645.0,15575645.0,2057_peak_3178_head,15575145.0,1,0,0.27750006,0.38553962,0.31039986,False,-0.021119982
2L,12445747.0,12446747.0,2057_peak_2567_head,12446247.0,1,0,0.113462135,0.36556697,0.21744852,False,-0.022066042
2L,13327890.0,13328890.0,2057_peak_2758_head,13328390.0,1,0,0.50440425,0.54674166,0.49989727,False,-0.025675684
2L,6641303.0,6642303.0,2057_peak_1372_merged,6641802.5,1,1,0.05605534,0.049111232,0.017900554,False,-0.03468273
2L,7136354.0,7137354.0,2057_peak_1472_head,7136853.5,1,0,0.24761541,0.70077,0.43762892,False,-0.036563784
2L,10073477.0,10074477.0,2057_peak_2141_head,10073976.5,1,0,0.3548103,0.14442766,0.21266548,False,-0.036953494
2L,3665264.0,3666264.0,2057_peak_772_head,3665763.5,1,0,0.29074344,0.35325512,0.28464028,False,-0.037359
2L,3261470.0,3262470.0,2057_peak_693_head,3261969.5,1,0,0.14859673,0.41174793,0.23730126,False,-0.042871088
2L,8672692.0,8673692.0,2057_peak_1822_head,8673192.0,1,0,0.16098446,0.29900712,0.18644866,False,-0.043547124
2L,7645678.0,7646678.0,2057_peak_1573_head,7646178.0,1,0,0.25935188,0.065773465,0.11748575,False,-0.04507692
2L,3134133.0,3135133.0,2057_peak_669_head,3134633.0,1,0,0.52991235,0.5099081,0.469101,False,-0.050809205
2L,10364041.0,10365041.0,2057_peak_2193_head,10364540.5,1,0,0.55176073,0.22482449,0.32992765,False,-0.058364958
2L,13343987.0,13344987.0,2057_peak_2764_head,13344486.5,1,0,0.4241065,0.611255,0.4571901,False,-0.060490668
2L,7964495.0,7965495.0,2057_peak_1639_merged,7964995.0,1,1,0.80709016,0.8800802,0.7821514,False,-0.061433792
2L,1023300.0,1024300.0,2057_peak_222_head,1023800.0,1,0,0.13260198,0.11444572,0.058794037,False,-0.06472981
2L,11759295.0,11760295.0,2057_peak_2427_head,11759794.5,1,0,0.6158479,0.5215582,0.5025218,False,-0.06618124
2L,8569418.0,8570418.0,2057_peak_1799_head,8569917.5,1,0,0.78991973,0.9419913,0.7994471,False,-0.06650841
2L,5644071.0,5645071.0,2057_peak_1174_head,5644570.5,1,0,0.9354009,0.9231051,0.84978265,False,-0.07947034
2L,4627367.0,4628367.0,2057_peak_954_head,4627866.5,1,0,0.25642505,0.35402906,0.22041962,False,-0.084807426
2L,14634997.0,14635997.0,2057_peak_3050_merged,14635497.0,1,1,0.41490608,0.7040492,0.47006747,False,-0.089410216
2L,14119215.0,14120215.0,2057_peak_2921_head,14119714.5,1,0,0.81610405,0.93249846,0.7722807,False,-0.10202056
2L,4941133.0,4942133.0,2057_peak_1021_head,4941632.5,1,0,0.08435752,0.34126878,0.1097314,False,-0.103081755
2L,13611382.0,13612382.0,2057_peak_2826_head,13611882.0,1,0,0.5158888,0.4307783,0.36894935,False,-0.104384184
2L,14443432.0,14444432.0,2057_peak_2992_head,14443931.5,1,0,0.62041485,0.28450722,0.3453368,False,-0.10712424
2L,9391496.0,9392496.0,2057_peak_1976_head,9391996.0,1,0,0.5442565,0.46591884,0.39786613,False,-0.107221544
2L,5185020.0,5186020.0,2057_peak_1087_head,5185520.0,1,0,0.019857986,0.26450467,0.015335633,False,-0.12684569
2L,4083630.0,4084630.0,2057_peak_844_head,4084130.0,1,0,0.787456,0.5995143,0.55553526,False,-0.13794988
2L,13536089.0,13537089.0,2057_peak_2811_head,13536589.0,1,0,0.34851962,0.23472254,0.15088613,False,-0.14073496
2L,6882629.0,6883629.0,2057_peak_1418_head,6883128.5,1,0,0.13565148,0.3988446,0.11279413,False,-0.1544539
2L,3399985.0,3400985.0,2057_peak_718_head,3400485.0,1,0,0.5994941,0.6671057,0.46242848,False,-0.1708714
2L,2543793.0,2544793.0,2057_peak_535_head,2544293.0,1,0,0.5735308,0.7853719,0.5007677,False,-0.17868364
2L,7394881.0,7395881.0,2057_peak_1519_head,7395380.5,1,0,0.3034377,0.7122083,0.31520817,False,-0.19261482
2L,15145123.0,15146123.0,2057_peak_3129_head,15145623.0,1,0,0.61126006,0.23771504,0.21400473,False,-0.2104828
2L,3471936.0,3472936.0,2057_peak_739_merged,3472436.0,1,1,0.23546574,0.2785674,0.046130136,False,-0.21088643
2L,4878573.0,4879573.0,2057_peak_1003_head,4879073.0,1,0,0.577113,0.7514916,0.39296338,False,-0.2713389
2L,11536963.0,11537963.0,2057_peak_2400_head,11537463.0,1,0,0.74440134,0.97105926,0.49415433,False,-0.36357594
2R,20787225.0,20788225.0,2057_peak_8253_merged,20787724.5,1,1,0.005081879,0.0025827312,0.5898568,True,0.5860245
2R,15455238.0,15456238.0,2057_peak_7094_head,15455737.5,1,0,0.15934947,0.24314538,0.7267795,True,0.5255321
2R,11059926.0,11060926.0,2057_peak_6096_head,11060425.5,1,0,0.9357997,0.0064846864,0.95360094,True,0.48245874
2R,22134853.0,22135853.0,2057_peak_8549_head,22135353.0,1,0,0.4553871,0.44568348,0.8717664,True,0.4212311
2R,22622329.0,22623329.0,2057_peak_8675_head,22622828.5,1,0,0.73433506,0.26895213,0.9201877,True,0.4185441
2R,16009125.0,16010125.0,2057_peak_7219_head,16009625.0,1,0,0.20377658,0.026168855,0.5220849,True,0.40711218
2R,22502763.0,22503763.0,2057_peak_8628_head,22503262.5,1,0,0.57940024,0.17635478,0.7848958,True,0.40701827
2R,19676396.0,19677396.0,2057_peak_8045_head,19676896.0,1,0,0.46804658,0.18761368,0.73440605,True,0.40657592
2R,13935921.0,13936921.0,2057_peak_6719_head,13936421.0,1,0,0.6614722,0.09924165,0.7584424,True,0.37808546
2R,14418889.0,14419889.0,2057_peak_6853_head,14419388.5,1,0,0.28461564,0.0702804,0.53652436,True,0.35907632
2R,10670837.0,10671837.0,2057_peak_6005_head,10671336.5,1,0,0.7950163,0.25747168,0.8836115,True,0.35736752
2R,24681299.0,24682299.0,2057_peak_9125_head,24681798.5,1,0,0.6482321,0.37645975,0.860993,True,0.34864712
2R,16489656.0,16490656.0,2057_peak_7322_head,16490156.0,1,0,0.7474588,0.07185831,0.7543395,True,0.34468096
2R,17280781.0,17281781.0,2057_peak_7523_head,17281281.0,1,0,0.12726,0.10618477,0.43192664,True,0.31520426
2R,11144690.0,11145690.0,2057_peak_6114_head,11145190.0,1,0,0.17891094,0.0052280105,0.39471048,True,0.302641
2R,12744340.0,12745340.0,2057_peak_6461_head,12744839.5,1,0,0.3947996,0.4234933,0.71062374,True,0.3014773
2R,12591898.0,12592898.0,2057_peak_6418_head,12592398.0,1,0,0.29764116,0.29406488,0.58871406,True,0.29286104
2R,20800775.0,20801775.0,2057_peak_8255_head,20801275.0,1,0,0.23826323,0.34731877,0.5783797,True,0.28558868
2R,14446510.0,14447510.0,2057_peak_6861_head,14447010.0,1,0,0.46022958,0.5642135,0.7953609,True,0.28313935
2R,18378485.0,18379485.0,2057_peak_7755_head,18378985.0,1,0,0.016335486,0.09844915,0.33685663,True,0.2794643
2R,22434024.0,22435024.0,2057_peak_8616_head,22434523.5,1,0,0.2810497,0.34268865,0.5847339,True,0.27286473
2R,22007824.0,22008824.0,2057_peak_8517_head,22008324.0,1,0,0.64209527,0.21000876,0.67033625,True,0.24428424
2R,10748319.0,10749319.0,2057_peak_6024_head,10748819.0,1,0,0.089777164,0.07123564,0.32129952,True,0.24079312
2R,20468244.0,20469244.0,2057_peak_8190_head,20468743.5,1,0,0.47022858,0.28874108,0.61862755,True,0.23914272
2R,13675822.0,13676822.0,2057_peak_6672_head,13676322.0,1,0,0.34548283,0.009971861,0.41404632,True,0.23631898
2R,16893744.0,16894744.0,2057_peak_7433_head,16894244.0,1,0,0.50557745,0.1793766,0.5756397,True,0.2331627
2R,11533922.0,11534922.0,2057_peak_6189_head,11534421.5,1,0,0.7390413,0.40312442,0.8019577,True,0.23087484
2R,17940470.0,17941470.0,2057_peak_7668_head,17940970.0,1,0,0.036546826,0.01011941,0.25206062,True,0.2287275
2R,11450254.0,11451254.0,2057_peak_6179_head,11450753.5,1,0,0.5680451,0.55671203,0.7874922,True,0.22511369
2R,16750474.0,16751474.0,2057_peak_7393_head,16750973.5,1,0,0.04426397,0.0014764167,0.24384464,True,0.22097445
2R,16684459.0,16685459.0,2057_peak_7371_head,16684958.5,1,0,0.42450097,0.6879355,0.776413,True,0.22019482
2R,20695202.0,20696202.0,2057_peak_8234_head,20695701.5,1,0,0.5301239,0.81743413,0.88585526,True,0.21207625
2R,19811219.0,19812219.0,2057_peak_8086_head,19811719.0,1,0,0.693793,0.756465,0.93698466,True,0.21185565
2R,21326373.0,21327373.0,2057_peak_8376_head,21326872.5,1,0,0.29272768,0.033412725,0.37129644,True,0.20822623
2R,16206273.0,16207273.0,2057_peak_7266_head,16206772.5,1,0,0.417544,0.23138347,0.5195871,True,0.19512337
2R,20934769.0,20935769.0,2057_peak_8274_head,20935268.5,1,0,0.94679964,0.6387649,0.9771664,True,0.18438411
2R,16889316.0,16890316.0,2057_peak_7432_head,16889816.0,1,0,0.4377421,0.20765993,0.49513707,True,0.17243603
2R,20725525.0,20726525.0,2057_peak_8241_head,20726024.5,1,0,0.341682,0.35684,0.52128613,True,0.17202514
2R,13956441.0,13957441.0,2057_peak_6724_head,13956941.0,1,0,0.18274789,0.20792767,0.36433598,True,0.16899821
2R,10758791.0,10759791.0,2057_peak_6030_head,10759290.5,1,0,0.07702087,0.60611415,0.5081464,False,0.16657889
2R,20535081.0,20536081.0,2057_peak_8201_head,20535581.0,1,0,0.9681511,0.29479393,0.7961469,False,0.1646744
2R,19767362.0,19768362.0,2057_peak_8073_head,19767862.0,1,0,0.2988805,0.5004986,0.546345,True,0.14665544
2R,22467364.0,22468364.0,2057_peak_8623_head,22467863.5,1,0,0.6099864,0.8325136,0.8621059,True,0.14085591
2R,11609993.0,11610993.0,2057_peak_6202_head,11610493.0,1,0,0.73468083,0.93741435,0.9768156,True,0.14076799
2R,10774995.0,10775995.0,2057_peak_6039_head,10775494.5,1,0,0.57206994,0.14816695,0.50037867,False,0.14026022
2R,13098720.0,13099720.0,2057_peak_6531_head,13099219.5,1,0,0.10963733,0.2616842,0.3254683,True,0.13980754
2R,19805908.0,19806908.0,2057_peak_8084_head,19806407.5,1,0,0.642152,0.8024369,0.8593745,True,0.13708007
2R,10835922.0,10836922.0,2057_peak_6058_head,10836421.5,1,0,0.36847746,0.07526712,0.35804093,False,0.13616863
2R,23674842.0,23675842.0,2057_peak_8899_head,23675342.0,1,0,0.0986904,0.019426936,0.19502926,True,0.13597059
2R,21403688.0,21404688.0,2057_peak_8395_head,21404188.0,1,0,0.0039554187,0.01360744,0.14309357,True,0.13431214
2R,22786946.0,22787946.0,2057_peak_8721_head,22787445.5,1,0,0.8884855,0.76602536,0.9579229,True,0.13066745
2R,23456219.0,23457219.0,2057_peak_8838_head,23456718.5,1,0,0.07611415,0.073221296,0.20148501,True,0.12681729
2R,19296288.0,19297288.0,2057_peak_7968_head,19296788.0,1,0,0.6186541,0.2536592,0.56151724,False,0.12536061
2R,22360508.0,22361508.0,2057_peak_8593_head,22361008.0,1,0,0.3145603,0.027200347,0.2845996,False,0.113719285
2R,18373838.0,18374838.0,2057_peak_7753_head,18374338.0,1,0,0.65979,0.8557079,0.8702675,True,0.11251855
2R,16349052.0,16350052.0,2057_peak_7297_head,16349551.5,1,0,0.6610715,0.938346,0.910254,False,0.11054528
2R,14637188.0,14638188.0,2057_peak_6903_head,14637687.5,1,0,0.023703884,0.010110749,0.12714933,True,0.11024201
2R,25026666.0,25027666.0,2057_peak_9210_head,25027166.0,1,0,0.22822845,0.33701143,0.3913311,True,0.10871115
2R,24910036.0,24911036.0,2057_peak_9181_head,24910535.5,1,0,0.25088912,0.077620864,0.26999113,True,0.10573614
2R,20600514.0,20601514.0,2057_peak_8216_head,20601013.5,1,0,0.25469035,0.10160625,0.28290576,True,0.10475746
2R,12577770.0,12578770.0,2057_peak_6414_head,12578270.0,1,0,0.09253875,0.038566995,0.15350847,True,0.087955594
2R,15578743.0,15579743.0,2057_peak_7120_head,15579242.5,1,0,0.23623294,0.00035475596,0.20624809,False,0.087954246
2R,14312588.0,14313588.0,2057_peak_6836_head,14313087.5,1,0,0.07608376,0.002598878,0.120679006,True,0.08133769
2R,10501288.0,10502288.0,2057_peak_5960_merged,10501787.5,1,1,0.09187272,0.06945141,0.15796694,True,0.07730488
2R,14561453.0,14562453.0,2057_peak_6884_head,14561952.5,1,0,0.018604202,0.053926397,0.105089635,True,0.068824336
2R,11174007.0,11175007.0,2057_peak_6118_head,11174507.0,1,0,0.8553061,0.793211,0.891569,True,0.06731045
2R,15892304.0,15893304.0,2057_peak_7195_head,15892803.5,1,0,0.17539866,0.056112394,0.18231776,True,0.066562235
2R,24737901.0,24738901.0,2057_peak_9141_head,24738400.5,1,0,0.90100735,0.7926303,0.90979785,True,0.06297904
2R,22039790.0,22040790.0,2057_peak_8524_head,22040289.5,1,0,0.21098125,0.10690017,0.22092268,True,0.061981976
2R,16449356.0,16450356.0,2057_peak_7317_head,16449855.5,1,0,0.04185194,0.0004845841,0.08202825,True,0.060859986
2R,15627057.0,15628057.0,2057_peak_7132_head,15627557.0,1,0,0.60160327,0.9528345,0.83113706,False,0.053918183
2R,19214845.0,19215845.0,2057_peak_7955_head,19215344.5,1,0,0.0091946665,0.03959692,0.078085236,True,0.053689443
2R,20612852.0,20613852.0,2057_peak_8219_head,20613352.0,1,0,0.27095693,0.1603881,0.26353836,False,0.047865838
2R,25085520.0,25086520.0,2057_peak_9222_head,25086020.0,1,0,0.0024433797,0.00011034401,0.044042535,True,0.042765673
2R,15915814.0,15916814.0,2057_peak_7203_head,15916314.0,1,0,0.22733444,0.050485708,0.18157746,False,0.04266739
2R,16982057.0,16983057.0,2057_peak_7457_head,16982556.5,1,0,0.17889366,0.3308573,0.29533732,False,0.04046184
2R,13415212.0,13416212.0,2057_peak_6598_head,13415712.0,1,0,0.1559504,0.09677425,0.16677421,True,0.04041189
2R,13688470.0,13689470.0,2057_peak_6675_head,13688969.5,1,0,0.066824086,0.39342883,0.26717234,False,0.03704588
