chrom,chromStart,chromEnd,name,mp,label1,label2,sim,yak,mel,correct,delta
3L,3480745.0,3481745.0,2057_peak_10092_head,3481245.0,1,0,0.40608236,0.30705965,0.6148752,True,0.25830418
3L,10081725.0,10082725.0,2057_peak_11500_head,10082225.0,1,0,0.60244584,0.4210053,0.7576191,True,0.24589354
3L,12570048.0,12571048.0,2057_peak_12104_head,12570547.5,1,0,0.33865726,0.1716819,0.48803526,True,0.23286569
3L,14743001.0,14744001.0,2057_peak_12479_head,14743500.5,1,0,0.52432984,0.20168555,0.5909655,True,0.22795781
3L,2031965.0,2032965.0,2057_peak_9775_head,2032465.0,1,0,0.3534455,0.53675586,0.66962737,True,0.2245267
3L,11657401.0,11658401.0,2057_peak_11912_head,11657901.0,1,0,0.54036534,0.37079644,0.6762566,True,0.2206757
3L,9471373.0,9472373.0,2057_peak_11381_head,9471872.5,1,0,0.24583063,0.08748926,0.3830097,True,0.21634975
3L,1424401.0,1425401.0,2057_peak_9656_merged,1424901.0,1,1,0.2817018,0.26534098,0.48964924,True,0.21612784
3L,3780681.0,3781681.0,2057_peak_10162_head,3781180.5,1,0,0.5266717,0.43732613,0.66398823,True,0.18198931
3L,19890071.0,19891071.0,2057_peak_13611_head,19890571.0,1,0,0.7016266,0.7712514,0.91131467,True,0.17487568
3L,5016674.0,5017674.0,2057_peak_10429_head,5017173.5,1,0,0.5170825,0.3843922,0.62404096,True,0.1733036
3L,2420050.0,2421050.0,2057_peak_9842_head,2420549.5,1,0,0.093212016,0.014723903,0.21252534,True,0.15855739
3L,7873143.0,7874143.0,2057_peak_11020_head,7873642.5,1,0,0.5895736,0.6788429,0.78293717,True,0.1487289
3L,8579306.0,8580306.0,2057_peak_11177_head,8579805.5,1,0,0.8384227,0.2037896,0.6693114,False,0.14820522
3L,8930254.0,8931254.0,2057_peak_11252_head,8930753.5,1,0,0.11685586,0.057371184,0.2262585,True,0.13914499
3L,3475919.0,3476919.0,2057_peak_10090_head,3476418.5,1,0,0.90326893,0.7121502,0.9444298,True,0.13672024
3L,5737026.0,5738026.0,2057_peak_10597_head,5737526.0,1,0,0.012162171,0.07552022,0.17767009,True,0.1338289
3L,7296088.0,7297088.0,2057_peak_10899_head,7296588.0,1,0,0.7432638,0.9541703,0.97392523,True,0.1252082
3L,555760.0,556760.0,2057_peak_9419_head,556259.5,1,0,0.20946614,0.2483922,0.35122448,True,0.12229532
3L,2861831.0,2862831.0,2057_peak_9966_head,2862331.0,1,0,0.32880688,0.06678902,0.31915867,False,0.12136072
3L,10825593.0,10826593.0,2057_peak_11692_head,10826093.0,1,0,0.015014353,0.004846909,0.12877157,True,0.11884094
3L,4960329.0,4961329.0,2057_peak_10420_head,4960829.0,1,0,0.033805802,0.13518322,0.19752057,True,0.11302606
3L,567716.0,568716.0,2057_peak_9427_head,568216.0,1,0,0.02293247,0.043972302,0.14328478,True,0.1098324
3L,17893390.0,17894390.0,2057_peak_13186_head,17893890.0,1,0,0.56150717,0.4044435,0.5913476,True,0.10837224
3L,14298351.0,14299351.0,2057_peak_12399_head,14298850.5,1,0,0.17371003,0.137334,0.26262996,True,0.10710794
3L,14375693.0,14376693.0,2057_peak_12417_head,14376192.5,1,0,0.42216167,0.6429485,0.62961984,False,0.09706473
3L,9125801.0,9126801.0,2057_peak_11299_head,9126301.0,1,0,0.9894192,0.8024524,0.98696995,False,0.091034174
3L,4012722.0,4013722.0,2057_peak_10223_head,4013222.0,1,0,0.7756044,0.582332,0.76523566,False,0.08626747
3L,9561725.0,9562725.0,2057_peak_11400_head,9562224.5,1,0,0.034882363,0.0594508,0.13175705,True,0.084590465
3L,12924013.0,12925013.0,2057_peak_12158_merged,12924512.5,1,1,0.54628456,0.37180755,0.5400069,False,0.08096081
3L,1654082.0,1655082.0,2057_peak_9702_head,1654581.5,1,0,0.62155956,0.67297566,0.72633594,True,0.07906836
3L,6271291.0,6272291.0,2057_peak_10700_head,6271791.0,1,0,0.4374275,0.6152383,0.6034665,False,0.077133596
3L,4836282.0,4837282.0,2057_peak_10406_head,4836781.5,1,0,0.3409501,0.827843,0.65818006,False,0.07378352
3L,7182813.0,7183813.0,2057_peak_10867_head,7183313.0,1,0,0.33748314,0.71871114,0.60155076,False,0.073453605
3L,14904916.0,14905916.0,2057_peak_12527_head,14905416.0,1,0,0.68733203,0.78689295,0.809901,True,0.07278848
3L,14683524.0,14684524.0,2057_peak_12468_head,14684023.5,1,0,0.024593884,0.018806415,0.09342456,True,0.07172441
3L,18127055.0,18128055.0,2057_peak_13269_merged,18127554.5,1,1,0.022052951,0.04551261,0.10266914,True,0.06888636
3L,11184901.0,11185901.0,2057_peak_11767_merged,11185400.5,1,1,0.9600162,0.59012884,0.8383746,False,0.0633021
3L,14665214.0,14666214.0,2057_peak_12463_head,14665714.0,1,0,0.010019746,0.06904329,0.09876529,True,0.05923377
3L,14262513.0,14263513.0,2057_peak_12392_head,14263013.0,1,0,0.54352707,0.91565186,0.787117,False,0.057527542
3L,1107170.0,1108170.0,2057_peak_9581_head,1107670.0,1,0,0.030023005,0.104832985,0.12414387,True,0.056715876
3L,17256841.0,17257841.0,2057_peak_13057_head,17257341.0,1,0,0.8897574,0.8162543,0.90596616,True,0.052960277
3L,1614115.0,1615115.0,2057_peak_9691_head,1614614.5,1,0,0.020747866,0.030126972,0.07517733,True,0.04973991
3L,4099975.0,4100975.0,2057_peak_10240_head,4100474.5,1,0,0.10833472,0.024346415,0.11524756,True,0.048906997
3L,2964522.0,2965522.0,2057_peak_9981_head,2965021.5,1,0,0.84964484,0.54378957,0.7416025,False,0.044885278
3L,1123291.0,1124291.0,2057_peak_9584_head,1123790.5,1,0,0.9535415,0.8925028,0.96159625,True,0.0385741
3L,15168634.0,15169634.0,2057_peak_12586_head,15169134.0,1,0,0.79317015,0.49698713,0.68332464,False,0.038245976
3L,16511917.0,16512917.0,2057_peak_12868_head,16512417.0,1,0,0.6253036,0.8611981,0.78068125,False,0.037430406
3L,1106714.0,1107714.0,2057_peak_9580_head,1107214.0,1,0,0.76120335,0.85651654,0.84590054,False,0.03704059
3L,14346593.0,14347593.0,2057_peak_12410_head,14347092.5,1,0,0.29364467,0.2344131,0.29808733,True,0.03405845
3L,8082306.0,8083306.0,2057_peak_11068_head,8082806.0,1,0,0.025939696,0.031717293,0.061391305,True,0.03256281
3L,5192386.0,5193386.0,2057_peak_10465_head,5192886.0,1,0,0.03682594,0.040709253,0.068926,True,0.0301584
3L,15113100.0,15114100.0,2057_peak_12570_head,15113600.0,1,0,0.2762888,0.44481614,0.39054644,False,0.029993951
3L,14688261.0,14689261.0,2057_peak_12469_head,14688760.5,1,0,0.34348914,0.66442007,0.5335564,False,0.029601812
3L,14380367.0,14381367.0,2057_peak_12419_head,14380867.0,1,0,0.0142681785,0.018605484,0.04480406,True,0.028367229
3L,15817399.0,15818399.0,2057_peak_12706_head,15817899.0,1,0,0.014284861,0.0017288043,0.034619384,True,0.02661255
3L,13571349.0,13572349.0,2057_peak_12275_head,13571849.0,1,0,0.03581781,0.023222448,0.053553194,True,0.024033066
3L,22344244.0,22345244.0,2057_peak_14131_head,22344743.5,1,0,0.9808679,0.9521766,0.98698694,True,0.020464718
3L,10298823.0,10299823.0,2057_peak_11544_head,10299323.0,1,0,0.50575846,0.4141205,0.47992077,False,0.019981295
3L,1690487.0,1691487.0,2057_peak_9708_head,1690987.0,1,0,0.9186567,0.77729917,0.8677819,False,0.019803941
3L,18740079.0,18741079.0,2057_peak_13351_head,18740579.0,1,0,0.8778062,0.9296071,0.92254615,False,0.018839478
3L,10435872.0,10436872.0,2057_peak_11575_head,10436372.0,1,0,0.030396411,0.09703471,0.08050485,False,0.016789287
3L,18562415.0,18563415.0,2057_peak_13315_head,18562915.0,1,0,0.06995118,0.00085994386,0.05189075,False,0.016485188
3L,6730687.0,6731687.0,2057_peak_10779_head,6731187.0,1,0,0.010559931,0.06721292,0.05265774,False,0.013771314
3L,10726058.0,10727058.0,2057_peak_11656_head,10726558.0,1,0,0.9657521,0.9657006,0.97122586,True,0.005499482
3L,10173109.0,10174109.0,2057_peak_11516_head,10173608.5,1,0,0.018641114,0.061934803,0.041369494,False,0.0010815375
3L,10014724.0,10015724.0,2057_peak_11486_head,10015223.5,1,0,0.014466086,0.019014457,0.016698705,False,-4.156679e-05
3L,1471921.0,1472921.0,2057_peak_9661_head,1472420.5,1,0,0.64176893,0.86051905,0.7502692,False,-0.0008748174
3L,10876319.0,10877319.0,2057_peak_11708_head,10876819.0,1,0,0.019284355,0.010081784,0.013302998,False,-0.001380072
3L,14306214.0,14307214.0,2057_peak_12401_head,14306714.0,1,0,0.05821444,0.06644542,0.06041,False,-0.0019199289
3L,10980039.0,10981039.0,2057_peak_11717_head,10980539.0,1,0,0.12244939,0.15382905,0.1350253,False,-0.0031139255
3L,2692059.0,2693059.0,2057_peak_9924_head,2692559.0,1,0,0.2113307,0.09186904,0.14785197,False,-0.0037478954
3L,12148282.0,12149282.0,2057_peak_12021_head,12148782.0,1,0,0.15822214,0.1796917,0.16428684,False,-0.0046700835
3L,3995071.0,3996071.0,2057_peak_10218_head,3995571.0,1,0,0.17860813,0.1575527,0.16261807,False,-0.0054623485
3L,565912.0,566912.0,2057_peak_9425_head,566412.0,1,0,0.024828414,0.043996964,0.02813274,False,-0.006279949
3L,10761798.0,10762798.0,2057_peak_11673_merged,10762298.0,1,1,0.0033840758,0.016923288,0.0020173506,False,-0.008136331
3L,17176153.0,17177153.0,2057_peak_13028_head,17176652.5,1,0,0.1314345,0.032840405,0.07115943,False,-0.010978021
3L,22788257.0,22789257.0,2057_peak_14209_head,22788757.0,1,0,0.024771018,0.058223575,0.03003056,False,-0.011466738
3L,2446387.0,2447387.0,2057_peak_9853_head,2446886.5,1,0,0.0026147868,0.046837114,0.008091835,False,-0.016634116
3L,13146245.0,13147245.0,2057_peak_12193_head,13146745.0,1,0,0.3805899,0.46564007,0.4052574,False,-0.017857581
3L,15346364.0,15347364.0,2057_peak_12612_head,15346864.0,1,0,0.004042237,0.12808648,0.043119907,False,-0.02294445
3L,5490413.0,5491413.0,2057_peak_10533_head,5490913.0,1,0,0.8017513,0.47903696,0.6171166,False,-0.02327758
3L,16882614.0,16883614.0,2057_peak_12951_head,16883113.5,1,0,0.13436393,0.07894959,0.08071799,False,-0.025938772
3L,4950453.0,4951453.0,2057_peak_10419_head,4950952.5,1,0,0.096017584,0.075299025,0.058950055,False,-0.026708249
3L,5253893.0,5254893.0,2057_peak_10488_head,5254393.0,1,0,0.06967639,0.21327046,0.11358747,False,-0.027885959
3L,3763801.0,3764801.0,2057_peak_10153_head,3764300.5,1,0,0.25091624,0.0012315565,0.096084945,False,-0.029988952
3L,11875732.0,11876732.0,2057_peak_11962_head,11876232.0,1,0,0.9132935,0.9213413,0.8861107,False,-0.031206667
3L,13261693.0,13262693.0,2057_peak_12213_head,13262193.0,1,0,0.045512527,0.036680803,0.008799872,False,-0.03229679
3L,5286704.0,5287704.0,2057_peak_10495_head,5287203.5,1,0,0.03807289,0.12271143,0.046827585,False,-0.033564575
3L,12242634.0,12243634.0,2057_peak_12051_head,12243133.5,1,0,0.11600057,0.05829849,0.05279244,False,-0.03435709
3L,22327200.0,22328200.0,2057_peak_14123_head,22327700.0,1,0,0.50322264,0.8178228,0.62474334,False,-0.035779357
3L,5983196.0,5984196.0,2057_peak_10648_head,5983695.5,1,0,0.11807064,0.008461739,0.022688419,False,-0.04057777
3L,1980766.0,1981766.0,2057_peak_9768_head,1981265.5,1,0,0.017977824,0.16092189,0.045879778,False,-0.043570075
3L,10198511.0,10199511.0,2057_peak_11524_head,10199011.0,1,0,0.090200335,0.051721398,0.025692232,False,-0.045268632
3L,6020626.0,6021626.0,2057_peak_10657_head,6021126.0,1,0,0.86932194,0.839358,0.80799073,False,-0.046349227
3L,10042013.0,10043013.0,2057_peak_11492_head,10042513.0,1,0,0.6107669,0.7345106,0.625926,False,-0.046712756
3L,7109717.0,7110717.0,2057_peak_10845_head,7110217.0,1,0,0.19066845,0.16128382,0.12830982,False,-0.04766631
3L,3723546.0,3724546.0,2057_peak_10137_head,3724046.0,1,0,0.33669803,0.58857596,0.41417795,False,-0.048459053
3L,17655465.0,17656465.0,2057_peak_13137_head,17655965.0,1,0,0.018159274,0.10272307,0.0117570385,False,-0.048684135
3L,705058.0,706058.0,2057_peak_9465_head,705557.5,1,0,0.30115202,0.65152717,0.42487895,False,-0.051460624
3L,1360853.0,1361853.0,2057_peak_9646_head,1361353.0,1,0,0.44060796,0.3552032,0.3463358,False,-0.05156979
3L,12147564.0,12148564.0,2057_peak_12020_head,12148064.0,1,0,0.029720416,0.16512537,0.042175822,False,-0.05524707
3L,17685128.0,17686128.0,2057_peak_13145_head,17685628.0,1,0,0.06355621,0.361349,0.1533062,False,-0.05914639
3L,18056692.0,18057692.0,2057_peak_13246_merged,18057192.0,1,1,0.22451293,0.64163494,0.37242463,False,-0.060649306
3L,355988.0,356988.0,2057_peak_9380_head,356487.5,1,0,0.00884104,0.11669799,0.0015789423,False,-0.061190575
3L,7147964.0,7148964.0,2057_peak_10851_head,7148464.0,1,0,0.20327811,0.43384275,0.24916215,False,-0.06939827
3L,7882710.0,7883710.0,2057_peak_11022_head,7883209.5,1,0,0.27917323,0.66553247,0.39908007,False,-0.073272794
3L,14552379.0,14553379.0,2057_peak_12442_head,14552879.0,1,0,0.5843807,0.62893367,0.5309549,False,-0.07570225
3L,10355364.0,10356364.0,2057_peak_11558_merged,10355863.5,1,1,0.06289199,0.17562814,0.03794384,False,-0.081316225
3L,6760582.0,6761582.0,2057_peak_10786_head,6761082.0,1,0,0.046560112,0.2500376,0.05872424,False,-0.08957462
3L,10114149.0,10115149.0,2057_peak_11506_merged,10114648.5,1,1,0.2017187,0.22314866,0.118765004,False,-0.09366868
3L,14265065.0,14266065.0,2057_peak_12393_head,14265565.0,1,0,0.2639185,0.15515162,0.113846414,False,-0.09568865
3L,13420615.0,13421615.0,2057_peak_12250_head,13421115.0,1,0,0.6856996,0.66844803,0.5789958,False,-0.09807801
3L,12054108.0,12055108.0,2057_peak_11997_head,12054607.5,1,0,0.3745345,0.35869956,0.26795653,False,-0.0986605
3L,12561109.0,12562109.0,2057_peak_12102_head,12561608.5,1,0,0.042361397,0.2938541,0.06836537,False,-0.099742375
3L,10503332.0,10504332.0,2057_peak_11585_head,10503831.5,1,0,0.53250796,0.3092943,0.3183499,False,-0.10255122
3L,5508542.0,5509542.0,2057_peak_10536_head,5509042.0,1,0,0.7442814,0.80143803,0.66711074,False,-0.10574895
3L,6078120.0,6079120.0,2057_peak_10668_head,6078619.5,1,0,0.15080447,0.63629913,0.28479573,False,-0.108756065
3L,8684357.0,8685357.0,2057_peak_11198_head,8684857.0,1,0,0.099791236,0.1698788,0.02597627,False,-0.10885875
3L,1599600.0,1600600.0,2057_peak_9688_head,1600100.0,1,0,0.29326737,0.052275594,0.059701793,False,-0.11306969
3L,19571872.0,19572872.0,2057_peak_13552_head,19572372.0,1,0,0.35309684,0.37021258,0.24749707,False,-0.11415763
3L,14320797.0,14321797.0,2057_peak_12405_head,14321296.5,1,0,0.53245,0.59620535,0.4463287,False,-0.11799902
3L,12425783.0,12426783.0,2057_peak_12079_head,12426283.0,1,0,0.29544342,0.40662637,0.22970417,False,-0.12133071
3L,11914576.0,11915576.0,2057_peak_11976_head,11915076.0,1,0,0.7907963,0.8527282,0.6996687,False,-0.1220935
3L,2089316.0,2090316.0,2057_peak_9779_merged,2089815.5,1,1,0.40788022,0.2805168,0.22084509,False,-0.12335344
3L,8086281.0,8087281.0,2057_peak_11071_head,8086780.5,1,0,0.21296816,0.6220969,0.27860093,False,-0.1389316
3L,1696435.0,1697435.0,2057_peak_9709_head,1696934.5,1,0,0.11577671,0.81470495,0.3199564,False,-0.14528444
3L,947814.0,948814.0,2057_peak_9528_head,948313.5,1,0,0.39460182,0.8201239,0.4546605,False,-0.15270236
3L,355381.0,356381.0,2057_peak_9379_merged,355880.5,1,1,0.16198252,0.60655516,0.22809972,False,-0.15616913
3L,17056342.0,17057342.0,2057_peak_12994_head,17056842.0,1,0,0.17110468,0.3960265,0.11125757,False,-0.17230801
3L,2700535.0,2701535.0,2057_peak_9925_head,2701034.5,1,0,0.09891139,0.40778425,0.07375013,False,-0.17959768
3L,7968300.0,7969300.0,2057_peak_11037_head,7968800.0,1,0,0.12677306,0.46382514,0.10926787,False,-0.18603125
3L,6547102.0,6548102.0,2057_peak_10742_head,6547602.0,1,0,0.17791389,0.3148976,0.055489413,False,-0.19091633
3L,4607550.0,4608550.0,2057_peak_10368_head,4608049.5,1,0,0.21511903,0.41616488,0.08743873,False,-0.2282032
3L,4597033.0,4598033.0,2057_peak_10365_head,4597532.5,1,0,0.73614925,0.45136967,0.35948744,False,-0.23427203
3L,9421046.0,9422046.0,2057_peak_11361_head,9421545.5,1,0,0.38135657,0.5591697,0.23069568,False,-0.23956744
3L,5312624.0,5313624.0,2057_peak_10501_head,5313124.0,1,0,0.21687055,0.8121695,0.26276734,False,-0.2517527
3L,17082248.0,17083248.0,2057_peak_12999_head,17082747.5,1,0,0.6403704,0.8823756,0.50457436,False,-0.25679868
3L,2873651.0,2874651.0,2057_peak_9968_head,2874150.5,1,0,0.04297164,0.6199689,0.06874828,False,-0.26272196
3L,50432.0,51432.0,2057_peak_9303_head,50931.5,1,0,0.20760731,0.63230956,0.120392784,False,-0.29956567
3L,9904729.0,9905729.0,2057_peak_11471_head,9905228.5,1,0,0.30855906,0.7600606,0.22070317,False,-0.31360668
3L,17714022.0,17715022.0,2057_peak_13154_head,17714522.0,1,0,0.58117783,0.5874344,0.2693644,False,-0.31494173
3L,8210131.0,8211131.0,2057_peak_11093_merged,8210631.0,1,1,0.02912305,0.99943,0.17770904,False,-0.33656746
3L,5028303.0,5029303.0,2057_peak_10431_head,5028802.5,1,0,0.7876906,0.67156947,0.2440432,False,-0.4855868
