chrom,chromStart,chromEnd,name,mp,label1,label2,mel,yak,sim,correct,delta
2L,14484942.0,14485942.0,w501_peak_3276_head,14485441.5,1,0,0.91198206,0.83028865,0.9274796,True,0.05634427
2L,10217331.0,10218331.0,w501_peak_2398_head,10217830.5,1,0,0.22337118,0.26562276,0.29826725,True,0.053770274
2L,9351500.0,9352500.0,w501_peak_2185_head,9352000.0,1,0,0.30474788,0.22785892,0.31766182,True,0.05135843
2L,3254175.0,3255175.0,w501_peak_782_head,3254675.0,1,0,0.8493005,0.73294336,0.84098405,False,0.049862087
2L,2565832.0,2566832.0,w501_peak_603_head,2566332.0,1,0,0.3090746,0.16285525,0.2855199,False,0.049554974
2L,131876.0,132876.0,w501_peak_34_head,132376.0,1,0,0.09938525,0.028436823,0.11293218,True,0.049021147
2L,3804773.0,3805773.0,w501_peak_888_head,3805273.0,1,0,0.39849597,0.1339158,0.31461012,False,0.048404247
2L,1804922.0,1805922.0,w501_peak_426_merged,1805421.5,1,1,0.22474614,0.22331417,0.27173683,True,0.04770668
2L,9400164.0,9401164.0,w501_peak_2202_head,9400663.5,1,0,0.06685661,0.08521795,0.12309529,True,0.04705801
2L,3888746.0,3889746.0,w501_peak_897_head,3889246.0,1,0,0.09801605,0.117649436,0.15405428,True,0.04622154
2L,4932529.0,4933529.0,w501_peak_1167_head,4933028.5,1,0,0.114321776,0.20690878,0.20638247,False,0.045767188
2L,15015038.0,15016038.0,w501_peak_3344_head,15015537.5,1,0,0.086071454,0.031868152,0.10299874,True,0.044028938
2L,77123.0,78123.0,w501_peak_15_head,77622.5,1,0,0.6492741,0.5973581,0.664773,True,0.04145688
2L,1557453.0,1558453.0,w501_peak_363_head,1557953.0,1,0,0.8788275,0.9741897,0.96580863,False,0.039300025
2L,13425173.0,13426173.0,w501_peak_3048_head,13425673.0,1,0,0.2332874,0.20805575,0.2594443,True,0.038772732
2L,3874662.0,3875662.0,w501_peak_894_head,3875162.0,1,0,0.8247221,0.8558745,0.87874675,True,0.038448453
2L,8642497.0,8643497.0,w501_peak_2015_head,8642997.0,1,0,0.30570945,0.5447806,0.46157274,False,0.03632769
2L,9007650.0,9008650.0,w501_peak_2103_head,9008150.0,1,0,0.22839007,0.3610644,0.32880688,False,0.03407964
2L,4756243.0,4757243.0,w501_peak_1105_head,4756742.5,1,0,0.017220434,0.0040609473,0.04465157,True,0.03401088
2L,9916470.0,9917470.0,w501_peak_2314_head,9916969.5,1,0,0.07420362,0.18744734,0.16027185,False,0.029446378
2L,6477463.0,6478463.0,w501_peak_1502_head,6477962.5,1,0,0.024827247,0.02952356,0.05658297,True,0.029407565
2L,2261007.0,2262007.0,w501_peak_549_head,2261506.5,1,0,0.00811576,0.021643244,0.04260225,True,0.027722746
2L,3306763.0,3307763.0,w501_peak_795_head,3307262.5,1,0,0.15744348,0.28179428,0.24642156,False,0.026802674
2L,3007940.0,3008940.0,w501_peak_736_head,3008439.5,1,0,0.5103047,0.42424026,0.49104705,False,0.023774594
2L,14051793.0,14052793.0,w501_peak_3185_head,14052292.5,1,0,0.10702598,0.12661503,0.13896179,True,0.022141285
2L,13089100.0,13090100.0,w501_peak_2987_head,13089600.0,1,0,0.04552414,0.032151695,0.05949337,True,0.020655453
2L,3367710.0,3368710.0,w501_peak_808_merged,3368210.0,1,1,0.5103178,0.57114244,0.5605626,False,0.019832492
2L,2455882.0,2456882.0,w501_peak_589_head,2456382.0,1,0,0.50551975,0.37793487,0.46111208,False,0.019384772
2L,10485951.0,10486951.0,w501_peak_2456_head,10486450.5,1,0,0.48594794,0.35579723,0.4401296,False,0.019257039
2L,5491959.0,5492959.0,w501_peak_1276_head,5492458.5,1,0,0.5206147,0.54394114,0.5513815,True,0.019103587
2L,7516434.0,7517434.0,w501_peak_1737_head,7516933.5,1,0,0.31652448,0.26808187,0.31094372,False,0.018640548
2L,14473889.0,14474889.0,w501_peak_3274_head,14474389.0,1,0,0.9027492,0.95743567,0.9484927,False,0.018400252
2L,5478683.0,5479683.0,w501_peak_1274_head,5479182.5,1,0,0.9240523,0.9332447,0.9446816,True,0.016033113
2L,13945910.0,13946910.0,w501_peak_3163_head,13946410.0,1,0,0.0045682928,0.013233429,0.024518002,True,0.0156171415
2L,303052.0,304052.0,w501_peak_93_head,303551.5,1,0,0.46830013,0.4762821,0.48197854,True,0.009687424
2L,796771.0,797771.0,w501_peak_195_head,797271.0,1,0,0.1792498,0.122099206,0.15985577,False,0.009181276
2L,1889392.0,1890392.0,w501_peak_454_head,1889891.5,1,0,0.9628828,0.97430205,0.9772948,True,0.008702397
2L,9173894.0,9174894.0,w501_peak_2138_head,9174394.0,1,0,0.02349971,0.033037197,0.036882497,True,0.008614045
2L,12160955.0,12161955.0,w501_peak_2778_head,12161454.5,1,0,0.89286435,0.83117527,0.8702108,False,0.008191049
2L,10942055.0,10943055.0,w501_peak_2549_head,10942554.5,1,0,0.09200942,0.040200062,0.07223658,False,0.0061318427
2L,15616881.0,15617881.0,w501_peak_3424_head,15617381.0,1,0,0.8442165,0.64170855,0.7487469,False,0.0057843328
2L,13507932.0,13508932.0,w501_peak_3062_head,13508432.0,1,0,0.024121143,0.27639896,0.15567844,False,0.00541839
2L,12779102.0,12780102.0,w501_peak_2906_merged,12779602.0,1,1,0.022333728,0.024718074,0.028702743,True,0.005176842
2L,15661046.0,15662046.0,w501_peak_3427_head,15661546.0,1,0,0.918773,0.8494064,0.8891344,False,0.0050446987
2L,14018500.0,14019500.0,w501_peak_3176_head,14018999.5,1,0,0.40975794,0.20826073,0.31302908,False,0.0040197372
2L,9027829.0,9028829.0,w501_peak_2112_head,9028328.5,1,0,0.18557031,0.12810679,0.16048148,False,0.0036429316
2L,7269887.0,7270887.0,w501_peak_1679_head,7270386.5,1,0,0.12209332,0.19575311,0.16147237,False,0.0025491565
2L,14464203.0,14465203.0,w501_peak_3273_head,14464703.0,1,0,0.92427593,0.8928007,0.91076565,False,0.0022273064
2L,13082894.0,13083894.0,w501_peak_2985_head,13083393.5,1,0,0.87271696,0.7900558,0.8333774,False,0.0019910336
2L,3683450.0,3684450.0,w501_peak_870_head,3683949.5,1,0,0.95139784,0.96603817,0.9606325,False,0.0019145012
2L,12820844.0,12821844.0,w501_peak_2916_head,12821343.5,1,0,0.2508949,0.20325644,0.2285979,False,0.0015222281
2L,3062489.0,3063489.0,w501_peak_754_head,3062988.5,1,0,0.15133616,0.14437677,0.1493309,False,0.0014744252
2L,11920788.0,11921788.0,w501_peak_2704_head,11921288.0,1,0,0.1464691,0.3152358,0.23174395,False,0.00089149177
2L,13235770.0,13236770.0,w501_peak_3018_head,13236269.5,1,0,0.8327512,0.81465596,0.8242955,False,0.0005919337
2L,6182754.0,6183754.0,w501_peak_1428_head,6183253.5,1,0,0.92488337,0.853684,0.888961,False,-0.00032263994
2L,9809403.0,9810403.0,w501_peak_2296_head,9809902.5,1,0,0.8148901,0.58733124,0.69980705,False,-0.0013036132
2L,6414296.0,6415296.0,w501_peak_1487_head,6414796.0,1,0,0.14808181,0.06936673,0.10591051,False,-0.0028137565
2L,4275123.0,4276123.0,w501_peak_994_head,4275622.5,1,0,0.13704702,0.117187575,0.1242106,False,-0.0029067025
2L,2744541.0,2745541.0,w501_peak_651_head,2745040.5,1,0,0.5879552,0.73266214,0.65642256,False,-0.0038861036
2L,4643119.0,4644119.0,w501_peak_1069_head,4643618.5,1,0,0.88852906,0.8817752,0.88068646,False,-0.0044656396
2L,13581409.0,13582409.0,w501_peak_3082_head,13581909.0,1,0,0.8158765,0.8752881,0.8400365,False,-0.005545795
2L,6569424.0,6570424.0,w501_peak_1522_head,6569923.5,1,0,0.15041436,0.06943654,0.104104444,False,-0.0058210045
2L,14385925.0,14386925.0,w501_peak_3260_head,14386425.0,1,0,0.6979623,0.8346362,0.759661,False,-0.006638229
2L,1988495.0,1989495.0,w501_peak_474_head,1988995.0,1,0,0.0520346,0.12628599,0.0811714,False,-0.0079888925
2L,15202627.0,15203627.0,w501_peak_3364_head,15203127.0,1,0,0.2728576,0.3395635,0.29696202,False,-0.009248525
2L,15390053.0,15391053.0,w501_peak_3400_head,15390553.0,1,0,0.12617889,0.08700788,0.095503494,False,-0.011089891
2L,13515762.0,13516762.0,w501_peak_3064_head,13516261.5,1,0,0.06884406,0.017516622,0.031047458,False,-0.012132881
2L,14118529.0,14119529.0,w501_peak_3213_head,14119028.5,1,0,0.35167316,0.34529567,0.33468443,False,-0.013799965
2L,8822389.0,8823389.0,w501_peak_2041_head,8822889.0,1,0,0.15645677,0.13463698,0.12854852,False,-0.016998366
2L,6640911.0,6641911.0,w501_peak_1535_head,6641410.5,1,0,0.3716806,0.31897792,0.3255113,False,-0.019817948
2L,3488184.0,3489184.0,w501_peak_825_head,3488684.0,1,0,0.084973946,0.02602463,0.034221694,False,-0.021277595
2L,7739792.0,7740792.0,w501_peak_1804_merged,7740292.0,1,1,0.49909928,0.13004066,0.29322127,False,-0.021348715
2L,13668099.0,13669099.0,w501_peak_3103_head,13668599.0,1,0,0.8898547,0.95783854,0.89926755,False,-0.024579048
2L,3988062.0,3989062.0,w501_peak_914_head,3988561.5,1,0,0.4725535,0.41196105,0.41625777,False,-0.025999516
2L,1712970.0,1713970.0,w501_peak_409_head,1713470.0,1,0,0.42195678,0.6852281,0.52547085,False,-0.02812159
2L,12899359.0,12900359.0,w501_peak_2933_head,12899859.0,1,0,0.8110941,0.7979766,0.77598023,False,-0.028555155
2L,5541343.0,5542343.0,w501_peak_1285_head,5541843.0,1,0,0.14647876,0.078399345,0.082418196,False,-0.030020855
2L,5412354.0,5413354.0,w501_peak_1258_head,5412854.0,1,0,0.90307415,0.71016335,0.77564883,False,-0.030969918
2L,9400709.0,9401709.0,w501_peak_2203_head,9401208.5,1,0,0.0737831,0.11989328,0.06544288,False,-0.03139531
2L,5600261.0,5601261.0,w501_peak_1305_head,5600761.0,1,0,0.87553906,0.76562506,0.7891522,False,-0.031429827
2L,8270724.0,8271724.0,w501_peak_1944_head,8271223.5,1,0,0.10254994,0.037127595,0.034127105,False,-0.035711665
2L,4716127.0,4717127.0,w501_peak_1091_head,4716627.0,1,0,0.14050661,0.3078974,0.18787204,False,-0.03632997
2L,13451108.0,13452108.0,w501_peak_3054_head,13451607.5,1,0,0.066879995,0.058042392,0.024718475,False,-0.03774272
2L,14428395.0,14429395.0,w501_peak_3268_head,14428894.5,1,0,0.6498633,0.6949104,0.6298424,False,-0.042544484
2L,10157567.0,10158567.0,w501_peak_2380_head,10158067.0,1,0,0.17993154,0.19261928,0.14224882,False,-0.044026583
2L,14272952.0,14273952.0,w501_peak_3247_head,14273452.0,1,0,0.50799036,0.85477823,0.6372769,False,-0.044107437
2L,8963876.0,8964876.0,w501_peak_2088_head,8964376.0,1,0,0.045507237,0.06539481,0.010303704,False,-0.045147322
2L,7596233.0,7597233.0,w501_peak_1753_head,7596733.0,1,0,0.027027754,0.25156564,0.09412628,False,-0.04517042
2L,14301920.0,14302920.0,w501_peak_3252_head,14302419.5,1,0,0.3513564,0.39710402,0.3287425,False,-0.045487702
2L,8424267.0,8425267.0,w501_peak_1985_head,8424767.0,1,0,0.03207248,0.1515874,0.045857158,False,-0.045972783
2L,7825284.0,7826284.0,w501_peak_1832_head,7825784.0,1,0,0.5336523,0.433848,0.4377307,False,-0.046019465
2L,4265612.0,4266612.0,w501_peak_989_head,4266112.0,1,0,0.30014828,0.059358086,0.1332321,False,-0.046521083
2L,1330522.0,1331522.0,w501_peak_327_head,1331022.0,1,0,0.24757127,0.317326,0.23441952,False,-0.048029125
2L,13450630.0,13451630.0,w501_peak_3053_head,13451130.0,1,0,0.14900836,0.1751371,0.112731524,False,-0.04934121
2L,9634606.0,9635606.0,w501_peak_2267_merged,9635105.5,1,1,0.19622658,0.5227166,0.30959237,False,-0.049879223
2L,674671.0,675671.0,w501_peak_166_head,675170.5,1,0,0.5131401,0.4071094,0.40916884,False,-0.05095589
2L,5641845.0,5642845.0,w501_peak_1312_head,5642344.5,1,0,0.8478235,0.90009123,0.82170635,False,-0.05225104
2L,13647416.0,13648416.0,w501_peak_3098_head,13647915.5,1,0,0.4511018,0.70097876,0.52047986,False,-0.05556041
2L,12704821.0,12705821.0,w501_peak_2889_head,12705321.0,1,0,0.51368105,0.56659526,0.4805651,False,-0.059573025
2L,237973.0,238973.0,w501_peak_73_merged,238473.0,1,1,0.9366234,0.9638583,0.8904982,False,-0.05974263
2L,3301584.0,3302584.0,w501_peak_793_head,3302083.5,1,0,0.45497376,0.4858079,0.40990838,False,-0.060482442
2L,2774217.0,2775217.0,w501_peak_664_head,2774717.0,1,0,0.76750326,0.874356,0.75800693,False,-0.062922716
2L,13540858.0,13541858.0,w501_peak_3068_head,13541357.5,1,0,0.49341094,0.7075677,0.536167,False,-0.06432229
2L,9352595.0,9353595.0,w501_peak_2186_head,9353094.5,1,0,0.35199764,0.19297546,0.20577922,False,-0.06670734
2L,312766.0,313766.0,w501_peak_96_head,313266.0,1,0,0.121712066,0.20466341,0.09411501,False,-0.06907273
2L,10819254.0,10820254.0,w501_peak_2529_head,10819753.5,1,0,0.25808576,0.30087432,0.20886141,False,-0.07061863
2L,3095362.0,3096362.0,w501_peak_757_head,3095862.0,1,0,0.06545606,0.2551867,0.087953486,False,-0.0723679
2L,4279274.0,4280274.0,w501_peak_998_head,4279773.5,1,0,0.05668324,0.3994318,0.15558212,False,-0.0724754
2L,11241240.0,11242240.0,w501_peak_2575_head,11241739.5,1,0,0.3563911,0.050003037,0.12890041,False,-0.07429665
2L,31735.0,32735.0,w501_peak_4_head,32235.0,1,0,0.4508707,0.36439973,0.33330765,False,-0.07432756
2L,337179.0,338179.0,w501_peak_101_head,337678.5,1,0,0.05361628,0.17663078,0.035829183,False,-0.07929435
2L,8526846.0,8527846.0,w501_peak_2005_head,8527345.5,1,0,0.5222351,0.21035165,0.28520828,False,-0.081085086
2L,11455091.0,11456091.0,w501_peak_2608_head,11455591.0,1,0,0.8614814,0.97488594,0.83388054,False,-0.08430314
2L,13973325.0,13974325.0,w501_peak_3168_head,13973825.0,1,0,0.64845264,0.6782948,0.578053,False,-0.08532071
2L,1669844.0,1670844.0,w501_peak_402_head,1670344.0,1,0,0.075941354,0.2106896,0.05664888,False,-0.0866666
2L,11813723.0,11814723.0,w501_peak_2689_head,11814222.5,1,0,0.37983364,0.5880968,0.39569774,False,-0.088267475
2L,2707345.0,2708345.0,w501_peak_642_head,2707844.5,1,0,0.29708707,0.14577489,0.13276835,False,-0.08866264
2L,7156065.0,7157065.0,w501_peak_1645_head,7156565.0,1,0,0.1283802,0.23320815,0.091598384,False,-0.089195795
2L,7517354.0,7518354.0,w501_peak_1738_head,7517854.0,1,0,0.15200497,0.43710807,0.19851655,False,-0.09603998
2L,8440414.0,8441414.0,w501_peak_1991_head,8440914.0,1,0,0.20150055,0.17175016,0.090456754,False,-0.09616861
2L,11913846.0,11914846.0,w501_peak_2703_head,11914345.5,1,0,0.58918375,0.58972037,0.4895489,False,-0.09990314
2L,11803459.0,11804459.0,w501_peak_2688_head,11803958.5,1,0,0.5144616,0.1450374,0.22417441,False,-0.105575085
2L,7193487.0,7194487.0,w501_peak_1664_head,7193986.5,1,0,0.1446296,0.20984745,0.06935054,False,-0.10788798
2L,12165699.0,12166699.0,w501_peak_2781_head,12166198.5,1,0,0.74214333,0.63151973,0.57420117,False,-0.11263037
2L,4235484.0,4236484.0,w501_peak_976_head,4235983.5,1,0,0.39954764,0.44023073,0.30498612,False,-0.11490306
