chrom,chromStart,chromEnd,name,mp,label1,label2,sim,mel,yak,correct,delta
2R,17239966.0,17240966.0,Ta18_peak_8210_merged,17240466.0,1,1,0.20830716,0.36682653,0.82873213,True,0.5411653
2R,7945798.0,7946798.0,Ta18_peak_6144_head,7946298.0,1,0,0.19871153,0.16863023,0.69117707,True,0.5075062
2R,12101045.0,12102045.0,Ta18_peak_7094_head,12101545.0,1,0,0.36098462,0.6452785,0.94728786,True,0.4441563
2R,14413490.0,14414490.0,Ta18_peak_7533_head,14413989.5,1,0,0.30554312,0.3237807,0.75003916,True,0.43537724
2R,20971844.0,20972844.0,Ta18_peak_9093_merged,20972344.0,1,1,0.43765455,0.3761877,0.83167857,True,0.42475742
2R,18139449.0,18140449.0,Ta18_peak_8433_head,18139949.0,1,0,0.34444556,0.10731472,0.6405916,True,0.41471148
2R,15901645.0,15902645.0,Ta18_peak_7887_merged,15902145.0,1,1,0.042883597,0.01853563,0.4440178,True,0.41330817
2R,18181361.0,18182361.0,Ta18_peak_8446_head,18181861.0,1,0,0.23813783,0.08765461,0.55418867,True,0.39129245
2R,12893490.0,12894490.0,Ta18_peak_7253_head,12893989.5,1,0,0.08846749,0.13797367,0.49918202,True,0.38596144
2R,20488305.0,20489305.0,Ta18_peak_8962_head,20488804.5,1,0,0.39110953,0.20307025,0.681059,True,0.38396913
2R,7140810.0,7141810.0,Ta18_peak_5946_merged,7141310.0,1,1,0.31481063,0.28233904,0.6666715,True,0.36809668
2R,12468760.0,12469760.0,Ta18_peak_7182_head,12469260.0,1,0,0.08818915,0.09715855,0.458499,True,0.36582518
2R,11583348.0,11584348.0,Ta18_peak_6947_head,11583848.0,1,0,0.63288194,0.3201111,0.8415415,True,0.365045
2R,7364442.0,7365442.0,Ta18_peak_5992_head,7364942.0,1,0,0.18095882,0.3515614,0.6224708,True,0.35621068
2R,15218310.0,15219310.0,Ta18_peak_7742_head,15218809.5,1,0,0.20465825,0.13587464,0.5149057,True,0.34463924
2R,17935785.0,17936785.0,Ta18_peak_8382_merged,17936285.0,1,1,0.14297348,0.15263973,0.47297025,True,0.32516363
2R,7695848.0,7696848.0,Ta18_peak_6090_head,7696347.5,1,0,0.2498805,0.26234147,0.57153374,True,0.31542277
2R,14322548.0,14323548.0,Ta18_peak_7521_head,14323047.5,1,0,0.101324454,0.24353027,0.4859762,True,0.31354883
2R,2044632.0,2045632.0,Ta18_peak_4832_head,2045131.5,1,0,0.015955955,0.06096246,0.3423148,True,0.3038556
2R,18724489.0,18725489.0,Ta18_peak_8562_head,18724989.0,1,0,0.38038963,0.25841713,0.6224273,True,0.3030239
2R,14729167.0,14730167.0,Ta18_peak_7619_head,14729666.5,1,0,0.092105865,0.072694644,0.3777255,True,0.29532525
2R,2480166.0,2481166.0,Ta18_peak_4957_head,2480666.0,1,0,0.19975233,0.24487573,0.51754314,True,0.2952291
2R,18623560.0,18624560.0,Ta18_peak_8542_merged,18624060.0,1,1,0.16905084,0.124289915,0.44039294,True,0.29372257
2R,2520924.0,2521924.0,Ta18_peak_4977_head,2521423.5,1,0,0.054163445,0.16614573,0.39921206,True,0.2890575
2R,14569523.0,14570523.0,Ta18_peak_7571_head,14570023.0,1,0,0.17379072,0.07262826,0.4121398,True,0.2889303
2R,2047256.0,2048256.0,Ta18_peak_4833_merged,2047755.5,1,1,0.22716184,0.249578,0.5217746,True,0.28340468
2R,16013126.0,16014126.0,Ta18_peak_7931_head,16013626.0,1,0,0.026624229,0.026403692,0.29066008,True,0.26414612
2R,14507732.0,14508732.0,Ta18_peak_7555_head,14508231.5,1,0,0.24758741,0.27554145,0.5206218,True,0.25905734
2R,16451282.0,16452282.0,Ta18_peak_8037_head,16451782.0,1,0,0.83014476,0.02889678,0.6834428,False,0.253922
2R,8282662.0,8283662.0,Ta18_peak_6215_head,8283161.5,1,0,0.7173218,0.6485096,0.9331879,True,0.2502722
2R,10347525.0,10348525.0,Ta18_peak_6701_head,10348024.5,1,0,0.11947464,0.125334,0.35618728,True,0.23378296
2R,19027299.0,19028299.0,Ta18_peak_8619_head,19027799.0,1,0,0.031129783,0.08822841,0.29012272,True,0.23044363
2R,15226208.0,15227208.0,Ta18_peak_7744_head,15226708.0,1,0,0.63217974,0.7360275,0.90596795,True,0.22186434
2R,13729225.0,13730225.0,Ta18_peak_7399_merged,13729724.5,1,1,0.03184612,0.029662268,0.25038812,True,0.21963392
2R,7416892.0,7417892.0,Ta18_peak_6006_head,7417391.5,1,0,0.402649,0.6322112,0.7355914,True,0.21816134
2R,11212890.0,11213890.0,Ta18_peak_6887_head,11213390.0,1,0,0.08489208,0.11628897,0.31734258,True,0.21675205
2R,16145830.0,16146830.0,Ta18_peak_7960_head,16146330.0,1,0,0.37823263,0.38033855,0.5846637,True,0.20537812
2R,2315869.0,2316869.0,Ta18_peak_4918_head,2316369.0,1,0,0.3241639,0.60827714,0.67106813,True,0.2048476
2R,7687633.0,7688633.0,Ta18_peak_6087_head,7688133.0,1,0,0.034606084,0.055178948,0.24916545,True,0.20427293
2R,2446758.0,2447758.0,Ta18_peak_4955_head,2447257.5,1,0,0.5615291,0.753597,0.8613932,True,0.20383012
2R,12565814.0,12566814.0,Ta18_peak_7200_head,12566313.5,1,0,0.17792872,0.44115254,0.5072456,True,0.19770497
2R,15740933.0,15741933.0,Ta18_peak_7849_head,15741432.5,1,0,0.15637164,0.09367282,0.31889847,True,0.19387624
2R,18648516.0,18649516.0,Ta18_peak_8547_head,18649015.5,1,0,0.73534733,0.5410056,0.83022267,True,0.19204623
2R,13707393.0,13708393.0,Ta18_peak_7393_head,13707893.0,1,0,0.143146,0.22696102,0.37454185,True,0.18948835
2R,2066678.0,2067678.0,Ta18_peak_4844_merged,2067178.0,1,1,0.39129058,0.220955,0.4931891,True,0.18706632
2R,15813284.0,15814284.0,Ta18_peak_7862_head,15813784.0,1,0,0.6338067,0.4417962,0.72428447,True,0.18648303
2R,8773458.0,8774458.0,Ta18_peak_6326_head,8773958.0,1,0,0.70458776,0.6058073,0.83842015,True,0.18322265
2R,17862126.0,17863126.0,Ta18_peak_8370_head,17862625.5,1,0,0.13727489,0.10124437,0.2848566,True,0.16559696
2R,19265032.0,19266032.0,Ta18_peak_8659_head,19265531.5,1,0,0.43956354,0.44169393,0.6042179,True,0.16358915
2R,11287033.0,11288033.0,Ta18_peak_6905_head,11287533.0,1,0,0.025004087,0.041947316,0.17424391,True,0.14076822
2R,13937992.0,13938992.0,Ta18_peak_7444_head,13938492.0,1,0,0.40592337,0.40369603,0.5371669,True,0.13235718
2R,18848531.0,18849531.0,Ta18_peak_8592_head,18849030.5,1,0,0.7078964,0.8456906,0.90876067,True,0.13196719
2R,20413819.0,20414819.0,Ta18_peak_8946_head,20414318.5,1,0,0.13557826,0.13852406,0.26881206,True,0.1317609
2R,7109747.0,7110747.0,Ta18_peak_5936_head,7110247.0,1,0,0.056216028,0.09486839,0.20601676,True,0.13047455
2R,12252443.0,12253443.0,Ta18_peak_7143_head,12252942.5,1,0,0.11620497,0.11698276,0.24413294,True,0.12753907
2R,8607612.0,8608612.0,Ta18_peak_6300_head,8608111.5,1,0,0.5628757,0.6632118,0.73787725,True,0.124833465
2R,20856486.0,20857486.0,Ta18_peak_9070_head,20856986.0,1,0,0.24605918,0.26548684,0.37866786,True,0.12289485
2R,13109932.0,13110932.0,Ta18_peak_7291_head,13110432.0,1,0,0.59056777,0.7400378,0.78257287,True,0.11727011
2R,10975674.0,10976674.0,Ta18_peak_6838_head,10976173.5,1,0,0.33100167,0.25870854,0.40820777,True,0.11335266
2R,7588020.0,7589020.0,Ta18_peak_6056_head,7588520.0,1,0,0.60163623,0.46421447,0.64292747,True,0.1100021
2R,11102284.0,11103284.0,Ta18_peak_6864_head,11102784.0,1,0,0.59841555,0.4641784,0.63940424,True,0.10810727
2R,17995155.0,17996155.0,Ta18_peak_8400_head,17995655.0,1,0,0.07551964,0.16240391,0.22605811,True,0.10709633
2R,20495002.0,20496002.0,Ta18_peak_8964_head,20495501.5,1,0,0.63567597,0.71725875,0.77561355,True,0.09914619
2R,11833303.0,11834303.0,Ta18_peak_7029_head,11833802.5,1,0,0.6284346,0.48648632,0.6545984,True,0.09713799
2R,18225862.0,18226862.0,Ta18_peak_8453_head,18226361.5,1,0,0.007716029,0.0130175855,0.10706228,True,0.096695475
2R,7363654.0,7364654.0,Ta18_peak_5991_head,7364153.5,1,0,0.16140439,0.10846745,0.23013984,True,0.09520392
2R,15616551.0,15617551.0,Ta18_peak_7827_merged,15617050.5,1,1,0.74675673,0.87492067,0.90525264,True,0.094413936
2R,14416960.0,14417960.0,Ta18_peak_7534_head,14417459.5,1,0,0.047193248,0.042228144,0.13244882,True,0.08773813
2R,18087790.0,18088790.0,Ta18_peak_8423_merged,18088290.0,1,1,0.07807,0.13899909,0.19185726,True,0.08332272
2R,10803062.0,10804062.0,Ta18_peak_6801_head,10803562.0,1,0,0.02904541,0.027353795,0.10996867,True,0.081769064
2R,16326043.0,16327043.0,Ta18_peak_8004_head,16326543.0,1,0,0.12915647,0.11646333,0.20206237,True,0.07925247
2R,10325689.0,10326689.0,Ta18_peak_6693_head,10326188.5,1,0,0.016841423,0.030649602,0.10010081,True,0.07635529
2R,10767454.0,10768454.0,Ta18_peak_6783_head,10767953.5,1,0,0.29524863,0.07389857,0.25997293,False,0.07539934
2R,16013848.0,16014848.0,Ta18_peak_7932_merged,16014348.0,1,1,0.018472685,0.038431313,0.10214726,True,0.07369526
2R,17306179.0,17307179.0,Ta18_peak_8230_head,17306678.5,1,0,0.20330824,0.14481306,0.24239892,True,0.068338275
2R,7114904.0,7115904.0,Ta18_peak_5938_head,7115404.0,1,0,0.5776944,0.6619589,0.6837481,True,0.06392145
2R,10461570.0,10462570.0,Ta18_peak_6721_head,10462069.5,1,0,0.03963894,0.042170383,0.10218566,True,0.061280996
2R,10035721.0,10036721.0,Ta18_peak_6622_head,10036220.5,1,0,0.09173945,0.119287826,0.16620252,True,0.060688876
2R,11051681.0,11052681.0,Ta18_peak_6856_head,11052180.5,1,0,0.016685102,0.071954496,0.10494022,True,0.06062042
