chrom,chromStart,chromEnd,name,mp,label1,label2,sim,yak,mel,correct,delta
2R,11450254.0,11451254.0,2057_peak_6179_head,11450753.5,1,0,0.5680451,0.55671203,0.7874922,True,0.22511369
2R,16750474.0,16751474.0,2057_peak_7393_head,16750973.5,1,0,0.04426397,0.0014764167,0.24384464,True,0.22097445
2R,16684459.0,16685459.0,2057_peak_7371_head,16684958.5,1,0,0.42450097,0.6879355,0.776413,True,0.22019482
2R,20695202.0,20696202.0,2057_peak_8234_head,20695701.5,1,0,0.5301239,0.81743413,0.88585526,True,0.21207625
2R,19811219.0,19812219.0,2057_peak_8086_head,19811719.0,1,0,0.693793,0.756465,0.93698466,True,0.21185565
2R,21326373.0,21327373.0,2057_peak_8376_head,21326872.5,1,0,0.29272768,0.033412725,0.37129644,True,0.20822623
2R,16206273.0,16207273.0,2057_peak_7266_head,16206772.5,1,0,0.417544,0.23138347,0.5195871,True,0.19512337
2R,20934769.0,20935769.0,2057_peak_8274_head,20935268.5,1,0,0.94679964,0.6387649,0.9771664,True,0.18438411
2R,16889316.0,16890316.0,2057_peak_7432_head,16889816.0,1,0,0.4377421,0.20765993,0.49513707,True,0.17243603
2R,20725525.0,20726525.0,2057_peak_8241_head,20726024.5,1,0,0.341682,0.35684,0.52128613,True,0.17202514
2R,13956441.0,13957441.0,2057_peak_6724_head,13956941.0,1,0,0.18274789,0.20792767,0.36433598,True,0.16899821
2R,10758791.0,10759791.0,2057_peak_6030_head,10759290.5,1,0,0.07702087,0.60611415,0.5081464,False,0.16657889
2R,20535081.0,20536081.0,2057_peak_8201_head,20535581.0,1,0,0.9681511,0.29479393,0.7961469,False,0.1646744
2R,19767362.0,19768362.0,2057_peak_8073_head,19767862.0,1,0,0.2988805,0.5004986,0.546345,True,0.14665544
2R,22467364.0,22468364.0,2057_peak_8623_head,22467863.5,1,0,0.6099864,0.8325136,0.8621059,True,0.14085591
2R,11609993.0,11610993.0,2057_peak_6202_head,11610493.0,1,0,0.73468083,0.93741435,0.9768156,True,0.14076799
2R,10774995.0,10775995.0,2057_peak_6039_head,10775494.5,1,0,0.57206994,0.14816695,0.50037867,False,0.14026022
2R,13098720.0,13099720.0,2057_peak_6531_head,13099219.5,1,0,0.10963733,0.2616842,0.3254683,True,0.13980754
2R,19805908.0,19806908.0,2057_peak_8084_head,19806407.5,1,0,0.642152,0.8024369,0.8593745,True,0.13708007
2R,10835922.0,10836922.0,2057_peak_6058_head,10836421.5,1,0,0.36847746,0.07526712,0.35804093,False,0.13616863
2R,23674842.0,23675842.0,2057_peak_8899_head,23675342.0,1,0,0.0986904,0.019426936,0.19502926,True,0.13597059
2R,21403688.0,21404688.0,2057_peak_8395_head,21404188.0,1,0,0.0039554187,0.01360744,0.14309357,True,0.13431214
2R,22786946.0,22787946.0,2057_peak_8721_head,22787445.5,1,0,0.8884855,0.76602536,0.9579229,True,0.13066745
2R,23456219.0,23457219.0,2057_peak_8838_head,23456718.5,1,0,0.07611415,0.073221296,0.20148501,True,0.12681729
2R,19296288.0,19297288.0,2057_peak_7968_head,19296788.0,1,0,0.6186541,0.2536592,0.56151724,False,0.12536061
2R,22360508.0,22361508.0,2057_peak_8593_head,22361008.0,1,0,0.3145603,0.027200347,0.2845996,False,0.113719285
2R,18373838.0,18374838.0,2057_peak_7753_head,18374338.0,1,0,0.65979,0.8557079,0.8702675,True,0.11251855
2R,16349052.0,16350052.0,2057_peak_7297_head,16349551.5,1,0,0.6610715,0.938346,0.910254,False,0.11054528
2R,14637188.0,14638188.0,2057_peak_6903_head,14637687.5,1,0,0.023703884,0.010110749,0.12714933,True,0.11024201
2R,25026666.0,25027666.0,2057_peak_9210_head,25027166.0,1,0,0.22822845,0.33701143,0.3913311,True,0.10871115
2R,24910036.0,24911036.0,2057_peak_9181_head,24910535.5,1,0,0.25088912,0.077620864,0.26999113,True,0.10573614
2R,20600514.0,20601514.0,2057_peak_8216_head,20601013.5,1,0,0.25469035,0.10160625,0.28290576,True,0.10475746
2R,12577770.0,12578770.0,2057_peak_6414_head,12578270.0,1,0,0.09253875,0.038566995,0.15350847,True,0.087955594
2R,15578743.0,15579743.0,2057_peak_7120_head,15579242.5,1,0,0.23623294,0.00035475596,0.20624809,False,0.087954246
2R,14312588.0,14313588.0,2057_peak_6836_head,14313087.5,1,0,0.07608376,0.002598878,0.120679006,True,0.08133769
2R,10501288.0,10502288.0,2057_peak_5960_merged,10501787.5,1,1,0.09187272,0.06945141,0.15796694,True,0.07730488
2R,14561453.0,14562453.0,2057_peak_6884_head,14561952.5,1,0,0.018604202,0.053926397,0.105089635,True,0.068824336
2R,11174007.0,11175007.0,2057_peak_6118_head,11174507.0,1,0,0.8553061,0.793211,0.891569,True,0.06731045
2R,15892304.0,15893304.0,2057_peak_7195_head,15892803.5,1,0,0.17539866,0.056112394,0.18231776,True,0.066562235
2R,24737901.0,24738901.0,2057_peak_9141_head,24738400.5,1,0,0.90100735,0.7926303,0.90979785,True,0.06297904
2R,22039790.0,22040790.0,2057_peak_8524_head,22040289.5,1,0,0.21098125,0.10690017,0.22092268,True,0.061981976
2R,16449356.0,16450356.0,2057_peak_7317_head,16449855.5,1,0,0.04185194,0.0004845841,0.08202825,True,0.060859986
2R,15627057.0,15628057.0,2057_peak_7132_head,15627557.0,1,0,0.60160327,0.9528345,0.83113706,False,0.053918183
2R,19214845.0,19215845.0,2057_peak_7955_head,19215344.5,1,0,0.0091946665,0.03959692,0.078085236,True,0.053689443
2R,20612852.0,20613852.0,2057_peak_8219_head,20613352.0,1,0,0.27095693,0.1603881,0.26353836,False,0.047865838
2R,25085520.0,25086520.0,2057_peak_9222_head,25086020.0,1,0,0.0024433797,0.00011034401,0.044042535,True,0.042765673
2R,15915814.0,15916814.0,2057_peak_7203_head,15916314.0,1,0,0.22733444,0.050485708,0.18157746,False,0.04266739
2R,16982057.0,16983057.0,2057_peak_7457_head,16982556.5,1,0,0.17889366,0.3308573,0.29533732,False,0.04046184
2R,13415212.0,13416212.0,2057_peak_6598_head,13415712.0,1,0,0.1559504,0.09677425,0.16677421,True,0.04041189
2R,13688470.0,13689470.0,2057_peak_6675_head,13688969.5,1,0,0.066824086,0.39342883,0.26717234,False,0.03704588
2R,16886917.0,16887917.0,2057_peak_7430_head,16887416.5,1,0,0.5772991,0.60210234,0.6246857,True,0.034985006
2R,19218359.0,19219359.0,2057_peak_7956_head,19218859.0,1,0,0.10389179,0.05861666,0.11356858,True,0.032314353
2R,17009263.0,17010263.0,2057_peak_7463_head,17009763.0,1,0,0.030586045,0.10518406,0.0953288,False,0.027443744
2R,15072413.0,15073413.0,2057_peak_7004_head,15072913.0,1,0,0.16314888,0.050507404,0.13277075,False,0.025942609
2R,16725692.0,16726692.0,2057_peak_7382_head,16726192.0,1,0,0.35389328,0.56154746,0.4811796,False,0.023459226
2R,12459742.0,12460742.0,2057_peak_6382_head,12460242.0,1,0,0.0065301517,0.0018161503,0.025962794,True,0.021789644
2R,25109276.0,25110276.0,2057_peak_9224_head,25109776.0,1,0,0.749381,0.39741266,0.59517676,False,0.021779954
2R,11129934.0,11130934.0,2057_peak_6112_head,11130434.0,1,0,0.9772815,0.9744601,0.9966562,True,0.020785332
2R,24593487.0,24594487.0,2057_peak_9108_head,24593987.0,1,0,0.21037383,0.112311415,0.17913112,False,0.0177885
2R,10643093.0,10644093.0,2057_peak_6000_head,10643593.0,1,0,0.052465018,0.028073948,0.055794623,True,0.01552514
2R,13367763.0,13368763.0,2057_peak_6588_head,13368263.0,1,0,0.96604943,0.92188734,0.95814496,False,0.0141765475
2R,25021666.0,25022666.0,2057_peak_9208_head,25022166.0,1,0,0.14503706,0.22651315,0.19791667,False,0.01214157
2R,12804516.0,12805516.0,2057_peak_6473_head,12805016.0,1,0,0.10272948,0.016389482,0.07120714,False,0.011647664
2R,21124981.0,21125981.0,2057_peak_8319_head,21125481.0,1,0,0.08552442,0.033865277,0.070612215,False,0.010917366
2R,12043554.0,12044554.0,2057_peak_6299_head,12044054.0,1,0,0.020026375,7.107455e-05,0.020214556,True,0.010165831
2R,11229662.0,11230662.0,2057_peak_6143_head,11230162.0,1,0,0.01525981,3.952417e-06,0.016386915,True,0.008755034
2R,22334037.0,22335037.0,2057_peak_8588_head,22334537.0,1,0,0.22913194,0.15648815,0.19995925,False,0.0071492046
2R,21357754.0,21358754.0,2057_peak_8380_head,21358254.0,1,0,0.009316554,0.011813394,0.01760956,True,0.0070445873
2R,20128485.0,20129485.0,2057_peak_8137_head,20128984.5,1,0,0.0047852355,0.02242506,0.020355223,False,0.006750075
2R,19030690.0,19031690.0,2057_peak_7899_head,19031189.5,1,0,0.07154927,0.032197688,0.058162685,False,0.00628921
2R,14831459.0,14832459.0,2057_peak_6933_head,14831958.5,1,0,0.0008560507,0.0019583195,0.006696555,True,0.0052893697
2R,15143352.0,15144352.0,2057_peak_7017_merged,15143852.0,1,1,0.005578978,0.010257481,0.0121565685,True,0.004238339
2R,21034357.0,21035357.0,2057_peak_8290_head,21034857.0,1,0,0.31109175,0.20712444,0.26333398,False,0.00422588
2R,12223320.0,12224320.0,2057_peak_6341_head,12223819.5,1,0,0.0023957847,0.005300934,0.006638163,True,0.0027898033
2R,21292573.0,21293573.0,2057_peak_8367_head,21293073.0,1,0,0.057777047,0.10406588,0.08224916,False,0.0013276935
2R,16008738.0,16009738.0,2057_peak_7218_head,16009238.0,1,0,4.77433e-05,0.00022657972,0.00065206754,True,0.000514906
2R,17223853.0,17224853.0,2057_peak_7511_head,17224352.5,1,0,0.9751731,0.90132266,0.93710107,False,-0.001146853
2R,20239316.0,20240316.0,2057_peak_8161_head,20239816.0,1,0,0.0045196293,0.07598656,0.039101675,False,-0.0011514165
2R,24620564.0,24621564.0,2057_peak_9113_head,24621063.5,1,0,0.007018565,0.0008040247,0.0023774677,False,-0.0015338273
2R,13833883.0,13834883.0,2057_peak_6694_head,13834383.0,1,0,0.009147472,0.001037051,0.003185521,False,-0.0019067402
2R,14978482.0,14979482.0,2057_peak_6983_head,14978981.5,1,0,0.0010328292,0.009614718,0.0005489583,False,-0.0047748154
2R,15197496.0,15198496.0,2057_peak_7034_head,15197996.0,1,0,0.021458752,0.0038879504,0.0038315973,False,-0.008841755
2R,24592385.0,24593385.0,2057_peak_9107_head,24592885.0,1,0,0.008356513,0.099346675,0.04462476,False,-0.009226833
2R,12498941.0,12499941.0,2057_peak_6395_head,12499441.0,1,0,0.8643833,0.97503936,0.90767694,False,-0.012034416
2R,15351519.0,15352519.0,2057_peak_7070_head,15352018.5,1,0,0.27300608,0.38545313,0.3160953,False,-0.013134301
2R,20160162.0,20161162.0,2057_peak_8150_head,20160661.5,1,0,0.24376838,0.18482934,0.20085166,False,-0.013447195
2R,23279529.0,23280529.0,2057_peak_8805_head,23280029.0,1,0,0.033718426,0.095528334,0.04885432,False,-0.015769057
2R,11769116.0,11770116.0,2057_peak_6251_head,11769615.5,1,0,0.001541082,0.03581516,0.0028731741,False,-0.015804946
2R,18184951.0,18185951.0,2057_peak_7713_head,18185450.5,1,0,0.00865994,0.08687426,0.0225849,False,-0.025182202
2R,24681845.0,24682845.0,2057_peak_9126_head,24682345.0,1,0,0.43451828,0.26278085,0.31692806,False,-0.031721503
2R,18991516.0,18992516.0,2057_peak_7892_head,18992016.0,1,0,0.17421103,0.08142337,0.09472216,False,-0.03309504
2R,14125418.0,14126418.0,2057_peak_6790_head,14125918.0,1,0,0.8736196,0.9631782,0.88490003,False,-0.033498883
2R,19972291.0,19973291.0,2057_peak_8102_head,19972790.5,1,0,0.5288966,0.92869896,0.69470143,False,-0.03409636
2R,21515779.0,21516779.0,2057_peak_8427_merged,21516279.0,1,1,0.008468322,0.08575659,0.010626521,False,-0.036485936
2R,16351266.0,16352266.0,2057_peak_7298_head,16351765.5,1,0,0.35095924,0.28302902,0.27813798,False,-0.03885615
2R,20747153.0,20748153.0,2057_peak_8246_head,20747653.0,1,0,0.027631314,0.06068394,0.00475986,False,-0.03939777
2R,24081835.0,24082835.0,2057_peak_8992_head,24082335.0,1,0,0.3789423,0.09978494,0.19789468,False,-0.041468948
2R,21856999.0,21857999.0,2057_peak_8505_head,21857499.0,1,0,0.33010656,0.19737151,0.22198169,False,-0.04175736
2R,22025205.0,22026205.0,2057_peak_8519_head,22025704.5,1,0,0.071753874,0.14393142,0.062307667,False,-0.04553498
2R,18711565.0,18712565.0,2057_peak_7840_head,18712065.0,1,0,0.13141505,0.031535383,0.030068064,False,-0.05140716
2R,15295477.0,15296477.0,2057_peak_7059_head,15295976.5,1,0,0.59839857,0.48416507,0.48859185,False,-0.05268997
2R,16038647.0,16039647.0,2057_peak_7230_head,16039147.0,1,0,0.6873666,0.86107373,0.70944,False,-0.064780176
2R,14284950.0,14285950.0,2057_peak_6830_head,14285449.5,1,0,0.18854083,0.09714452,0.077861585,False,-0.064981095
2R,17918231.0,17919231.0,2057_peak_7663_head,17918731.0,1,0,0.6370052,0.0633548,0.28351295,False,-0.06666705
2R,14982584.0,14983584.0,2057_peak_6986_head,14983084.0,1,0,0.14179683,0.15294898,0.076899275,False,-0.070473626
2R,22180813.0,22181813.0,2057_peak_8558_head,22181312.5,1,0,0.37289393,0.6437124,0.43295005,False,-0.075353116
2R,18043276.0,18044276.0,2057_peak_7691_head,18043775.5,1,0,0.07392057,0.42389727,0.16835575,False,-0.080553174
2R,21503559.0,21504559.0,2057_peak_8420_head,21504059.0,1,0,0.7331375,0.5473612,0.55238724,False,-0.087862134
2R,16447434.0,16448434.0,2057_peak_7316_head,16447934.0,1,0,0.008958751,0.26131484,0.035248585,False,-0.09988821
2R,11991395.0,11992395.0,2057_peak_6288_head,11991895.0,1,0,0.42768702,0.678747,0.4508295,False,-0.10238749
2R,10680655.0,10681655.0,2057_peak_6007_head,10681155.0,1,0,0.31666297,0.23116016,0.1544428,False,-0.11946876
2R,15440584.0,15441584.0,2057_peak_7087_head,15441084.0,1,0,0.24756975,0.18692692,0.093697,False,-0.12355134
2R,14956748.0,14957748.0,2057_peak_6970_head,14957248.0,1,0,0.21255453,0.35333142,0.14499414,False,-0.13794884
2R,15813524.0,15814524.0,2057_peak_7176_head,15814024.0,1,0,0.65520704,0.9351275,0.6481079,False,-0.14705938
2R,25013498.0,25014498.0,2057_peak_9206_head,25013997.5,1,0,0.068248324,0.3012616,0.030270569,False,-0.15448439
2R,21248645.0,21249645.0,2057_peak_8358_head,21249145.0,1,0,0.058504988,0.51836836,0.118189014,False,-0.17024767
2R,16618962.0,16619962.0,2057_peak_7353_head,16619462.0,1,0,0.39217904,0.8113747,0.42438075,False,-0.17739615
2R,13634964.0,13635964.0,2057_peak_6659_head,13635464.0,1,0,0.23560229,0.27429757,0.072720885,False,-0.18222904
2R,21593886.0,21594886.0,2057_peak_8452_head,21594385.5,1,0,0.76963,0.9033949,0.6470987,False,-0.18941373
2R,21244778.0,21245778.0,2057_peak_8355_head,21245278.0,1,0,0.5456411,0.565487,0.36611205,False,-0.18945199
2R,12144637.0,12145637.0,2057_peak_6321_head,12145137.0,1,0,0.20941481,0.36061776,0.08715611,False,-0.19786018
2R,15247080.0,15248080.0,2057_peak_7047_head,15247579.5,1,0,0.09243301,0.5936068,0.13219364,False,-0.2108263
2R,21395991.0,21396991.0,2057_peak_8391_head,21396491.0,1,0,0.5241674,0.77978426,0.4315093,False,-0.22046658
2R,12072186.0,12073186.0,2057_peak_6307_head,12072686.0,1,0,0.60477775,0.60422796,0.3741636,False,-0.23033926
2R,21433756.0,21434756.0,2057_peak_8405_head,21434256.0,1,0,0.10325155,0.647856,0.113662854,False,-0.26189095
2R,23428416.0,23429416.0,2057_peak_8831_head,23428915.5,1,0,0.97103554,0.9823714,0.7061481,False,-0.27055538
2R,21277664.0,21278664.0,2057_peak_8364_head,21278164.0,1,0,0.6547919,0.2972548,0.19644059,False,-0.27958274
2R,20438970.0,20439970.0,2057_peak_8186_head,20439469.5,1,0,0.5974158,0.6542923,0.34609845,False,-0.27975556
2R,24829048.0,24830048.0,2057_peak_9164_head,24829547.5,1,0,0.22487396,0.68068475,0.16249801,False,-0.29028136
2R,15728796.0,15729796.0,2057_peak_7152_head,15729296.0,1,0,0.14575905,0.75220513,0.08111146,False,-0.36787063
2R,18178269.0,18179269.0,2057_peak_7710_head,18178769.0,1,0,0.4335017,0.83292675,0.26280555,False,-0.37040868
2R,24217322.0,24218322.0,2057_peak_9024_head,24217821.5,1,0,0.22424287,0.83033335,0.14172165,False,-0.3855664
2R,14086715.0,14087715.0,2057_peak_6779_head,14087214.5,1,0,0.361501,0.72679925,0.1537199,False,-0.3904302
2R,15450155.0,15451155.0,2057_peak_7092_head,15450654.5,1,0,0.7923716,0.59115684,0.26265916,False,-0.42910507
2R,12218219.0,12219219.0,2057_peak_6338_head,12218719.0,1,0,0.46968547,0.7193315,0.109078385,False,-0.4854301
