chrom,chromStart,chromEnd,name,mp,label1,label2,sim,mel,yak,correct,delta
2R,16451282.0,16452282.0,Ta18_peak_8037_head,16451782.0,1,0,0.83014476,0.02889678,0.6834428,False,0.253922
2R,8282662.0,8283662.0,Ta18_peak_6215_head,8283161.5,1,0,0.7173218,0.6485096,0.9331879,True,0.2502722
2R,10347525.0,10348525.0,Ta18_peak_6701_head,10348024.5,1,0,0.11947464,0.125334,0.35618728,True,0.23378296
2R,19027299.0,19028299.0,Ta18_peak_8619_head,19027799.0,1,0,0.031129783,0.08822841,0.29012272,True,0.23044363
2R,15226208.0,15227208.0,Ta18_peak_7744_head,15226708.0,1,0,0.63217974,0.7360275,0.90596795,True,0.22186434
2R,13729225.0,13730225.0,Ta18_peak_7399_merged,13729724.5,1,1,0.03184612,0.029662268,0.25038812,True,0.21963392
2R,7416892.0,7417892.0,Ta18_peak_6006_head,7417391.5,1,0,0.402649,0.6322112,0.7355914,True,0.21816134
2R,11212890.0,11213890.0,Ta18_peak_6887_head,11213390.0,1,0,0.08489208,0.11628897,0.31734258,True,0.21675205
2R,16145830.0,16146830.0,Ta18_peak_7960_head,16146330.0,1,0,0.37823263,0.38033855,0.5846637,True,0.20537812
2R,2315869.0,2316869.0,Ta18_peak_4918_head,2316369.0,1,0,0.3241639,0.60827714,0.67106813,True,0.2048476
2R,7687633.0,7688633.0,Ta18_peak_6087_head,7688133.0,1,0,0.034606084,0.055178948,0.24916545,True,0.20427293
2R,2446758.0,2447758.0,Ta18_peak_4955_head,2447257.5,1,0,0.5615291,0.753597,0.8613932,True,0.20383012
2R,12565814.0,12566814.0,Ta18_peak_7200_head,12566313.5,1,0,0.17792872,0.44115254,0.5072456,True,0.19770497
2R,15740933.0,15741933.0,Ta18_peak_7849_head,15741432.5,1,0,0.15637164,0.09367282,0.31889847,True,0.19387624
2R,18648516.0,18649516.0,Ta18_peak_8547_head,18649015.5,1,0,0.73534733,0.5410056,0.83022267,True,0.19204623
2R,13707393.0,13708393.0,Ta18_peak_7393_head,13707893.0,1,0,0.143146,0.22696102,0.37454185,True,0.18948835
2R,2066678.0,2067678.0,Ta18_peak_4844_merged,2067178.0,1,1,0.39129058,0.220955,0.4931891,True,0.18706632
2R,15813284.0,15814284.0,Ta18_peak_7862_head,15813784.0,1,0,0.6338067,0.4417962,0.72428447,True,0.18648303
2R,8773458.0,8774458.0,Ta18_peak_6326_head,8773958.0,1,0,0.70458776,0.6058073,0.83842015,True,0.18322265
2R,17862126.0,17863126.0,Ta18_peak_8370_head,17862625.5,1,0,0.13727489,0.10124437,0.2848566,True,0.16559696
2R,19265032.0,19266032.0,Ta18_peak_8659_head,19265531.5,1,0,0.43956354,0.44169393,0.6042179,True,0.16358915
2R,11287033.0,11288033.0,Ta18_peak_6905_head,11287533.0,1,0,0.025004087,0.041947316,0.17424391,True,0.14076822
2R,13937992.0,13938992.0,Ta18_peak_7444_head,13938492.0,1,0,0.40592337,0.40369603,0.5371669,True,0.13235718
2R,18848531.0,18849531.0,Ta18_peak_8592_head,18849030.5,1,0,0.7078964,0.8456906,0.90876067,True,0.13196719
2R,20413819.0,20414819.0,Ta18_peak_8946_head,20414318.5,1,0,0.13557826,0.13852406,0.26881206,True,0.1317609
2R,7109747.0,7110747.0,Ta18_peak_5936_head,7110247.0,1,0,0.056216028,0.09486839,0.20601676,True,0.13047455
2R,12252443.0,12253443.0,Ta18_peak_7143_head,12252942.5,1,0,0.11620497,0.11698276,0.24413294,True,0.12753907
2R,8607612.0,8608612.0,Ta18_peak_6300_head,8608111.5,1,0,0.5628757,0.6632118,0.73787725,True,0.124833465
2R,20856486.0,20857486.0,Ta18_peak_9070_head,20856986.0,1,0,0.24605918,0.26548684,0.37866786,True,0.12289485
2R,13109932.0,13110932.0,Ta18_peak_7291_head,13110432.0,1,0,0.59056777,0.7400378,0.78257287,True,0.11727011
2R,10975674.0,10976674.0,Ta18_peak_6838_head,10976173.5,1,0,0.33100167,0.25870854,0.40820777,True,0.11335266
2R,7588020.0,7589020.0,Ta18_peak_6056_head,7588520.0,1,0,0.60163623,0.46421447,0.64292747,True,0.1100021
2R,11102284.0,11103284.0,Ta18_peak_6864_head,11102784.0,1,0,0.59841555,0.4641784,0.63940424,True,0.10810727
2R,17995155.0,17996155.0,Ta18_peak_8400_head,17995655.0,1,0,0.07551964,0.16240391,0.22605811,True,0.10709633
2R,20495002.0,20496002.0,Ta18_peak_8964_head,20495501.5,1,0,0.63567597,0.71725875,0.77561355,True,0.09914619
2R,11833303.0,11834303.0,Ta18_peak_7029_head,11833802.5,1,0,0.6284346,0.48648632,0.6545984,True,0.09713799
2R,18225862.0,18226862.0,Ta18_peak_8453_head,18226361.5,1,0,0.007716029,0.0130175855,0.10706228,True,0.096695475
2R,7363654.0,7364654.0,Ta18_peak_5991_head,7364153.5,1,0,0.16140439,0.10846745,0.23013984,True,0.09520392
2R,15616551.0,15617551.0,Ta18_peak_7827_merged,15617050.5,1,1,0.74675673,0.87492067,0.90525264,True,0.094413936
2R,14416960.0,14417960.0,Ta18_peak_7534_head,14417459.5,1,0,0.047193248,0.042228144,0.13244882,True,0.08773813
2R,18087790.0,18088790.0,Ta18_peak_8423_merged,18088290.0,1,1,0.07807,0.13899909,0.19185726,True,0.08332272
2R,10803062.0,10804062.0,Ta18_peak_6801_head,10803562.0,1,0,0.02904541,0.027353795,0.10996867,True,0.081769064
2R,16326043.0,16327043.0,Ta18_peak_8004_head,16326543.0,1,0,0.12915647,0.11646333,0.20206237,True,0.07925247
2R,10325689.0,10326689.0,Ta18_peak_6693_head,10326188.5,1,0,0.016841423,0.030649602,0.10010081,True,0.07635529
2R,10767454.0,10768454.0,Ta18_peak_6783_head,10767953.5,1,0,0.29524863,0.07389857,0.25997293,False,0.07539934
2R,16013848.0,16014848.0,Ta18_peak_7932_merged,16014348.0,1,1,0.018472685,0.038431313,0.10214726,True,0.07369526
2R,17306179.0,17307179.0,Ta18_peak_8230_head,17306678.5,1,0,0.20330824,0.14481306,0.24239892,True,0.068338275
2R,7114904.0,7115904.0,Ta18_peak_5938_head,7115404.0,1,0,0.5776944,0.6619589,0.6837481,True,0.06392145
2R,10461570.0,10462570.0,Ta18_peak_6721_head,10462069.5,1,0,0.03963894,0.042170383,0.10218566,True,0.061280996
2R,10035721.0,10036721.0,Ta18_peak_6622_head,10036220.5,1,0,0.09173945,0.119287826,0.16620252,True,0.060688876
2R,11051681.0,11052681.0,Ta18_peak_6856_head,11052180.5,1,0,0.016685102,0.071954496,0.10494022,True,0.06062042
2R,19700826.0,19701826.0,Ta18_peak_8768_head,19701325.5,1,0,0.58931154,0.5216265,0.6099839,True,0.054514885
2R,10909386.0,10910386.0,Ta18_peak_6820_head,10909886.0,1,0,0.0490816,0.047862336,0.097733565,True,0.049261596
2R,18293875.0,18294875.0,Ta18_peak_8470_head,18294375.0,1,0,0.9181897,0.8900565,0.95270383,True,0.048580766
2R,2676021.0,2677021.0,Ta18_peak_5013_head,2676520.5,1,0,0.9460456,0.87244135,0.9576019,True,0.04835844
2R,14982031.0,14983031.0,Ta18_peak_7706_head,14982531.0,1,0,0.065728225,0.10837128,0.1344029,True,0.04735315
2R,8925796.0,8926796.0,Ta18_peak_6364_head,8926295.5,1,0,0.49591053,0.478949,0.5278638,True,0.040434033
2R,7764376.0,7765376.0,Ta18_peak_6106_head,7764876.0,1,0,0.7224645,0.7321234,0.76632106,True,0.039027095
2R,10300142.0,10301142.0,Ta18_peak_6681_merged,10300642.0,1,1,0.5008764,0.37887797,0.4782388,False,0.03836158
2R,12674699.0,12675699.0,Ta18_peak_7218_merged,12675199.0,1,1,0.9371226,0.8719759,0.9418575,True,0.037308276
2R,11786983.0,11787983.0,Ta18_peak_7017_merged,11787482.5,1,1,0.18520276,0.22571652,0.2417828,True,0.03632316
2R,13360344.0,13361344.0,Ta18_peak_7332_head,13360844.0,1,0,0.12782134,0.011157578,0.09546346,False,0.025974005
2R,9419006.0,9420006.0,Ta18_peak_6478_head,9419506.0,1,0,0.81477904,0.85786253,0.8618717,True,0.025550961
2R,13630027.0,13631027.0,Ta18_peak_7370_merged,13630526.5,1,1,0.27866262,0.3694529,0.34928736,False,0.025229603
2R,12998653.0,12999653.0,Ta18_peak_7266_head,12999152.5,1,0,0.03504641,0.0053840494,0.045251112,True,0.025035882
2R,10306652.0,10307652.0,Ta18_peak_6686_head,10307152.0,1,0,0.014874762,0.01960245,0.04011017,True,0.022871565
2R,17724371.0,17725371.0,Ta18_peak_8335_head,17724870.5,1,0,0.033608668,0.06869776,0.07348471,True,0.022331499
2R,20713189.0,20714189.0,Ta18_peak_9027_head,20713688.5,1,0,0.00997867,0.008800396,0.031498414,True,0.02210888
2R,14702511.0,14703511.0,Ta18_peak_7606_head,14703011.0,1,0,0.9996001,0.9606174,0.99800247,False,0.017893732
2R,11972245.0,11973245.0,Ta18_peak_7063_head,11972745.0,1,0,0.01423328,0.03579153,0.041518725,True,0.01650632
2R,11557459.0,11558459.0,Ta18_peak_6936_head,11557958.5,1,0,0.061833516,0.02339067,0.057181187,False,0.014569096
2R,20511076.0,20512076.0,Ta18_peak_8968_head,20511575.5,1,0,0.69594395,0.4676737,0.5960858,False,0.014276981
2R,10398651.0,10399651.0,Ta18_peak_6709_head,10399151.0,1,0,0.01592611,0.023282234,0.031620163,True,0.012015991
2R,10048318.0,10049318.0,Ta18_peak_6628_head,10048817.5,1,0,0.24483854,0.33837426,0.3035442,False,0.011937797
2R,8335799.0,8336799.0,Ta18_peak_6232_merged,8336298.5,1,1,0.016507417,0.008267707,0.024158522,True,0.01177096
2R,10849913.0,10850913.0,Ta18_peak_6812_merged,10850412.5,1,1,0.016124835,0.028564567,0.03280536,True,0.01046066
2R,18599584.0,18600584.0,Ta18_peak_8535_head,18600083.5,1,0,0.200676,0.20031375,0.2103938,True,0.009898931
2R,20871207.0,20872207.0,Ta18_peak_9075_head,20871706.5,1,0,0.01943303,0.028149549,0.027385091,False,0.0035938006
2R,16184324.0,16185324.0,Ta18_peak_7968_merged,16184824.0,1,1,0.021894814,0.032710325,0.029283298,False,0.0019807275
2R,2548362.0,2549362.0,Ta18_peak_4984_head,2548862.0,1,0,0.6036621,0.44858032,0.5277241,False,0.0016028881
2R,19573578.0,19574578.0,Ta18_peak_8736_head,19574078.0,1,0,0.99188435,0.9997596,0.99639136,False,0.0005694032
2R,16208876.0,16209876.0,Ta18_peak_7974_merged,16209375.5,1,1,0.00076186657,0.00075802614,0.000985717,True,0.0002257707
2R,16975799.0,16976799.0,Ta18_peak_8142_head,16976299.0,1,0,0.033051528,0.03370039,0.032860033,False,-0.00051592663
2R,18504462.0,18505462.0,Ta18_peak_8516_head,18504961.5,1,0,0.03794456,0.069931805,0.052208293,False,-0.001729887
2R,9018308.0,9019308.0,Ta18_peak_6387_merged,9018807.5,1,1,0.0120992,0.007327137,0.0024531996,False,-0.0072599687
2R,2382206.0,2383206.0,Ta18_peak_4936_merged,2382706.0,1,1,0.15503867,0.17497033,0.15428178,False,-0.010722712
2R,8653985.0,8654985.0,Ta18_peak_6308_merged,8654484.5,1,1,0.0075561786,0.028060876,0.004237064,False,-0.013571463
2R,2479740.0,2480740.0,Ta18_peak_4956_head,2480239.5,1,0,0.078581765,0.065538265,0.05576412,False,-0.016295899
2R,2065782.0,2066782.0,Ta18_peak_4843_head,2066282.0,1,0,0.478243,0.14746131,0.29401475,False,-0.018837392
2R,17862688.0,17863688.0,Ta18_peak_8371_head,17863188.0,1,0,0.019465711,0.09952441,0.04033921,False,-0.019155852
2R,16471122.0,16472122.0,Ta18_peak_8042_head,16471621.5,1,0,0.031444274,0.0936594,0.04239288,False,-0.020158961
2R,15398132.0,15399132.0,Ta18_peak_7770_head,15398631.5,1,0,0.8145586,0.8554305,0.81321186,False,-0.021782696
2R,2650306.0,2651306.0,Ta18_peak_5002_head,2650805.5,1,0,0.18528464,0.37667128,0.25509387,False,-0.025884092
2R,12219429.0,12220429.0,Ta18_peak_7132_merged,12219928.5,1,1,0.10865012,0.033280935,0.04148541,False,-0.029480118
2R,10036269.0,10037269.0,Ta18_peak_6623_head,10036769.0,1,0,0.90078354,0.9234331,0.8825558,False,-0.02955252
2R,7430584.0,7431584.0,Ta18_peak_6011_head,7431083.5,1,0,0.8993178,0.82408464,0.8156941,False,-0.046007156
2R,7120147.0,7121147.0,Ta18_peak_5941_head,7120646.5,1,0,0.15036276,0.093553714,0.07521367,False,-0.04674457
2R,19186837.0,19187837.0,Ta18_peak_8641_head,19187336.5,1,0,0.68444985,0.7597928,0.6743122,False,-0.047809184
2R,7166498.0,7167498.0,Ta18_peak_5954_head,7166997.5,1,0,0.2215653,0.25603512,0.18614566,False,-0.05265455
2R,2695347.0,2696347.0,Ta18_peak_5021_merged,2695846.5,1,1,0.8373002,0.90843207,0.81966996,False,-0.05319619
2R,13246062.0,13247062.0,Ta18_peak_7319_merged,13246561.5,1,1,0.06586613,0.16597058,0.062174417,False,-0.053743936
2R,20667957.0,20668957.0,Ta18_peak_9018_merged,20668456.5,1,1,0.16248173,0.19084975,0.12248418,False,-0.05418156
2R,17833096.0,17834096.0,Ta18_peak_8361_head,17833595.5,1,0,0.29577285,0.26904213,0.22593941,False,-0.056468084
2R,9011546.0,9012546.0,Ta18_peak_6384_head,9012046.0,1,0,0.13985346,0.18649097,0.10544729,False,-0.057724923
2R,17393393.0,17394393.0,Ta18_peak_8262_head,17393892.5,1,0,0.18150447,0.13010426,0.09444919,False,-0.061355174
2R,16449509.0,16450509.0,Ta18_peak_8036_head,16450008.5,1,0,0.31079096,0.2131006,0.19606043,False,-0.06588535
2R,2387703.0,2388703.0,Ta18_peak_4938_head,2388203.0,1,0,0.20009099,0.19786271,0.12293459,False,-0.07604226
2R,19000137.0,19001137.0,Ta18_peak_8613_head,19000636.5,1,0,0.6846387,0.12114042,0.32538226,False,-0.07750729
2R,9395177.0,9396177.0,Ta18_peak_6463_head,9395676.5,1,0,0.19671841,0.030281201,0.015302245,False,-0.098197564
2R,2160502.0,2161502.0,Ta18_peak_4865_head,2161002.0,1,0,0.36575058,0.458962,0.3100045,False,-0.102351785
2R,13229298.0,13230298.0,Ta18_peak_7314_head,13229797.5,1,0,0.46737432,0.5615093,0.4003891,False,-0.11405274
2R,19005078.0,19006078.0,Ta18_peak_8615_head,19005577.5,1,0,0.26241395,0.10998502,0.06434772,False,-0.121851765
2R,7373859.0,7374859.0,Ta18_peak_5994_head,7374358.5,1,0,0.7229075,0.46808377,0.4650167,False,-0.13047895
2R,19500110.0,19501110.0,Ta18_peak_8712_head,19500610.0,1,0,0.19958483,0.25570577,0.09696867,False,-0.13067663
2R,2187995.0,2188995.0,Ta18_peak_4877_head,2188494.5,1,0,0.38879615,0.72289544,0.41015843,False,-0.14568737
2R,9969254.0,9970254.0,Ta18_peak_6605_head,9969753.5,1,0,0.53552145,0.5152478,0.36533934,False,-0.16004533
2R,15349514.0,15350514.0,Ta18_peak_7764_head,15350014.0,1,0,0.7324256,0.73907024,0.4761027,False,-0.25964522
2R,18906736.0,18907736.0,Ta18_peak_8598_head,18907236.0,1,0,0.463276,0.5309587,0.23174907,False,-0.26536828
2R,18858822.0,18859822.0,Ta18_peak_8594_head,18859322.0,1,0,0.48815784,0.5701794,0.15678778,False,-0.37238082
2R,14621795.0,14622795.0,Ta18_peak_7586_head,14622295.0,1,0,0.6048569,0.5388307,0.15239578,False,-0.41944802
2R,11409091.0,11410091.0,Ta18_peak_6917_head,11409591.0,1,0,0.896363,0.8540916,0.23324977,False,-0.64197755
